Time (s),Speed (m/s),Sigma,Kill Rate,Mode,Row Spacing,Kill Total
300,9,49.5,0.9,5,0,4157.134569
300,9,49.5,0.9,5,0,4151.167221
300,9,49.5,0.9,5,0,4151.167187
300,9,49.5,0.9,5,0,4175.080826
300,9,49.5,0.9,5,0,4157.134406
300,9,49.5,0.9,5,0,4160.660954
300,9,49.5,0.9,5,0,4157.135248
300,9,49.5,0.9,5,0,4169.973876
300,9,49.5,0.9,5,0,4157.134645
300,9,49.5,0.9,5,0,4157.657349
300,9,49.5,0.9,5,0,4165.106328
300,9,49.5,0.9,5,0,4157.134377
300,9,49.5,0.9,5,0,4157.133592
300,9,49.5,0.9,5,0,4157.13494
300,12,4.95,0.5,1,1.98,9569.797412
300,12,4.95,0.5,1,4.95,7493.845578
300,12,4.95,0.5,1,9.9,1858.013671
300,12,4.95,0.5,1,19.8,197.9529295
300,12,4.95,0.5,2,1.98,9569.797412
300,12,4.95,0.5,2,4.95,7493.845578
300,12,4.95,0.5,2,9.9,1858.013671
300,12,4.95,0.5,2,19.8,197.9529295
300,12,4.95,0.5,3,1.98,9569.797412
300,12,4.95,0.5,3,4.95,7493.845578
300,12,4.95,0.5,3,9.9,1858.013671
300,12,4.95,0.5,3,19.8,197.9529295
300,12,4.95,0.5,4,0,9929.160885
300,12,4.95,0.5,4,0,9502.247915
300,12,4.95,0.5,4,0,9464.094986
300,12,4.95,0.5,4,0,9549.652711
300,12,4.95,0.5,4,0,9529.089931
300,12,4.95,0.5,4,0,9925.87926
300,12,4.95,0.5,4,0,9926.65811
300,12,4.95,0.5,4,0,9494.801501
300,12,4.95,0.5,4,0,9471.833678
300,12,4.95,0.5,4,0,9477.552019
300,12,4.95,0.5,4,0,9494.561842
300,12,4.95,0.5,4,0,9915.066383
300,12,4.95,0.5,4,0,9926.027659
300,12,4.95,0.5,4,0,9477.543583
300,12,4.95,0.5,4,0,9474.05771
300,12,4.95,0.5,4,0,9463.499291
300,12,4.95,0.5,4,0,9632.563073
300,12,4.95,0.5,4,0,9506.508045
300,12,4.95,0.5,4,0,9927.014776
300,12,4.95,0.5,4,0,9914.110114
300,12,4.95,0.5,5,0,9994.645168
300,12,4.95,0.5,5,0,9995.119947
300,12,4.95,0.5,5,0,9999.231115
300,12,4.95,0.5,5,0,9999.226178
300,12,4.95,0.5,5,0,9994.255768
300,12,4.95,0.5,5,0,9999.163288
300,12,4.95,0.5,5,0,9995.29863
300,12,4.95,0.5,5,0,9999.218204
300,12,4.95,0.5,5,0,9999.212523
300,12,4.95,0.5,5,0,9994.52485
300,12,4.95,0.5,5,0,9994.862951
300,12,4.95,0.5,5,0,9995.414018
300,12,4.95,0.5,5,0,9994.473027
300,12,4.95,0.5,5,0,9999.187167
300,12,4.95,0.5,5,0,9995.039445
300,12,4.95,0.5,5,0,9994.811111
300,12,4.95,0.5,5,0,9994.811111
300,12,4.95,0.5,5,0,9994.704479
300,12,4.95,0.5,5,0,9994.448626
300,12,4.95,0.5,5,0,9999.251659
300,12,4.95,0.7,1,1.98,9649.343572
300,12,4.95,0.7,1,4.95,7723.742564
300,12,4.95,0.7,1,9.9,2087.590667
300,12,4.95,0.7,1,19.8,277.1341012
300,12,4.95,0.7,2,1.98,9649.343572
300,12,4.95,0.7,2,4.95,7723.742564
300,12,4.95,0.7,2,9.9,2087.590667
300,12,4.95,0.7,2,19.8,277.1341012
300,12,4.95,0.7,3,1.98,9649.343572
300,12,4.95,0.7,3,4.95,7723.742564
300,12,4.95,0.7,3,9.9,2087.590667
300,12,4.95,0.7,3,19.8,277.1341012
300,12,4.95,0.7,4,0,9820.799124
300,12,4.95,0.7,4,0,9790.533917
300,12,4.95,0.7,4,0,9979.262256
300,12,4.95,0.7,4,0,9981.573531
300,12,4.95,0.7,4,0,9769.350739
300,12,4.95,0.7,4,0,9784.798681
300,12,4.95,0.7,4,0,9980.802873
300,12,4.95,0.7,4,0,9755.382294
300,12,4.95,0.7,4,0,9783.096331
300,12,4.95,0.7,4,0,9981.898828
300,12,4.95,0.7,4,0,9943.932026
300,12,4.95,0.7,4,0,9979.725873
300,12,4.95,0.7,4,0,9781.71705
300,12,4.95,0.7,4,0,9764.497538
300,12,4.95,0.7,4,0,9788.336654
300,12,4.95,0.7,4,0,9764.497538
300,12,4.95,0.7,4,0,9982.178415
300,12,4.95,0.7,4,0,9770.292926
300,12,4.95,0.7,4,0,9975.881544
300,12,4.95,0.7,4,0,9862.53679
300,12,4.95,0.7,5,0,9999.183146
300,12,4.95,0.7,5,0,9999.927468
300,12,4.95,0.7,5,0,9999.359141
300,12,4.95,0.7,5,0,9999.933083
300,12,4.95,0.7,5,0,9999.882161
300,12,4.95,0.7,5,0,9999.929628
300,12,4.95,0.7,5,0,9999.27131
300,12,4.95,0.7,5,0,9999.284601
300,12,4.95,0.7,5,0,9999.27802
300,12,4.95,0.7,5,0,9999.150045
300,12,4.95,0.7,5,0,9999.276082
300,12,4.95,0.7,5,0,9999.217016
300,12,4.95,0.7,5,0,9999.923704
300,12,4.95,0.7,5,0,9999.256476
300,12,4.95,0.7,5,0,9999.930434
300,12,4.95,0.7,5,0,9999.297898
300,12,4.95,0.7,5,0,9999.221449
300,12,4.95,0.7,5,0,9999.27131
300,12,4.95,0.7,5,0,9999.217059
300,12,4.95,0.7,5,0,9999.276082
300,12,4.95,0.9,1,1.98,9691.370862
300,12,4.95,0.9,1,4.95,7863.649575
300,12,4.95,0.9,1,9.9,2254.919708
300,12,4.95,0.9,1,19.8,356.315273
300,12,4.95,0.9,2,1.98,9691.370862
300,12,4.95,0.9,2,4.95,7863.649575
300,12,4.95,0.9,2,9.9,2254.919708
300,12,4.95,0.9,2,19.8,356.315273
300,12,4.95,0.9,3,1.98,9691.370862
300,12,4.95,0.9,3,4.95,7863.649575
300,12,4.95,0.9,3,9.9,2254.919708
300,12,4.95,0.9,3,19.8,356.315273
300,12,4.95,0.9,4,0,9994.910898
300,12,4.95,0.9,4,0,9895.595995
300,12,4.95,0.9,4,0,9994.365549
300,12,4.95,0.9,4,0,9904.21765
300,12,4.95,0.9,4,0,9926.88338
300,12,4.95,0.9,4,0,9994.501633
300,12,4.95,0.9,4,0,9994.200871
300,12,4.95,0.9,4,0,9983.460618
300,12,4.95,0.9,4,0,9887.802079
300,12,4.95,0.9,4,0,9895.596032
300,12,4.95,0.9,4,0,9898.6742
300,12,4.95,0.9,4,0,9994.895106
300,12,4.95,0.9,4,0,9912.686073
300,12,4.95,0.9,4,0,9898.734352
300,12,4.95,0.9,4,0,9887.79134
300,12,4.95,0.9,4,0,9994.796543
300,12,4.95,0.9,4,0,9992.927428
300,12,4.95,0.9,4,0,9892.662663
300,12,4.95,0.9,4,0,9994.539722
300,12,4.95,0.9,4,0,9993.558325
300,12,4.95,0.9,5,0,9999.934596
300,12,4.95,0.9,5,0,9999.866308
300,12,4.95,0.9,5,0,9999.891572
300,12,4.95,0.9,5,0,9999.991762
300,12,4.95,0.9,5,0,9999.992345
300,12,4.95,0.9,5,0,9999.890382
300,12,4.95,0.9,5,0,9999.897477
300,12,4.95,0.9,5,0,9999.890382
300,12,4.95,0.9,5,0,9999.866308
300,12,4.95,0.9,5,0,9999.884647
300,12,4.95,0.9,5,0,9999.871829
300,12,4.95,0.9,5,0,9999.900211
300,12,4.95,0.9,5,0,9999.875924
300,12,4.95,0.9,5,0,9999.875245
300,12,4.95,0.9,5,0,9999.992348
300,12,4.95,0.9,5,0,9999.992648
300,12,4.95,0.9,5,0,9999.906485
300,12,4.95,0.9,5,0,9999.856867
300,12,4.95,0.9,5,0,9999.887702
300,12,4.95,0.9,5,0,9999.892542
300,12,9.9,0.5,1,1.98,4746.175431
300,12,9.9,0.5,1,4.95,3889.775571
300,12,9.9,0.5,1,9.9,1878.507298
300,12,9.9,0.5,1,19.8,77.93624763
300,12,9.9,0.5,2,1.98,4746.175431
300,12,9.9,0.5,2,4.95,3889.775571
300,12,9.9,0.5,2,9.9,1878.507298
300,12,9.9,0.5,2,19.8,77.93624763
300,12,9.9,0.5,3,1.98,4746.175431
300,12,9.9,0.5,3,4.95,3889.775571
300,12,9.9,0.5,3,9.9,1878.507298
300,12,9.9,0.5,3,19.8,77.93624763
300,12,9.9,0.5,4,0,7601.223212
300,12,9.9,0.5,4,0,7604.163863
300,12,9.9,0.5,4,0,7608.68068
300,12,9.9,0.5,4,0,7597.924093
300,12,9.9,0.5,4,0,7602.459303
300,12,9.9,0.5,4,0,7600.259596
300,12,9.9,0.5,4,0,7604.743703
300,12,9.9,0.5,4,0,7606.134339
300,12,9.9,0.5,4,0,7604.166342
300,12,9.9,0.5,4,0,7601.222959
300,12,9.9,0.5,4,0,7602.59891
300,12,9.9,0.5,4,0,7617.896226
300,12,9.9,0.5,4,0,7602.260275
300,12,9.9,0.5,4,0,7609.404296
300,12,9.9,0.5,4,0,7604.380737
300,12,9.9,0.5,4,0,7601.640353
300,12,9.9,0.5,4,0,7607.098775
300,12,9.9,0.5,4,0,7597.924066
300,12,9.9,0.5,4,0,7602.599536
300,12,9.9,0.5,4,0,7606.143505
300,12,9.9,0.5,5,0,9232.306638
300,12,9.9,0.5,5,0,9242.916148
300,12,9.9,0.5,5,0,9240.80521
300,12,9.9,0.5,5,0,9239.935855
300,12,9.9,0.5,5,0,9232.30655
300,12,9.9,0.5,5,0,9232.61616
300,12,9.9,0.5,5,0,9244.062303
300,12,9.9,0.5,5,0,9232.306638
300,12,9.9,0.5,5,0,9236.049153
300,12,9.9,0.5,5,0,9237.188592
300,12,9.9,0.5,5,0,9232.30655
300,12,9.9,0.5,5,0,9237.742504
300,12,9.9,0.5,5,0,9232.306597
300,12,9.9,0.5,5,0,9232.306589
300,12,9.9,0.5,5,0,9241.303462
300,12,9.9,0.5,5,0,9240.803109
300,12,9.9,0.5,5,0,9232.306251
300,12,9.9,0.5,5,0,9242.916127
300,12,9.9,0.5,5,0,9232.30663
300,12,9.9,0.5,5,0,9233.996038
300,12,9.9,0.7,1,1.98,4930.769809
300,12,9.9,0.7,1,4.95,4073.124291
300,12,9.9,0.7,1,9.9,2060.769049
300,12,9.9,0.7,1,19.8,109.1107467
300,12,9.9,0.7,2,1.98,4930.769809
300,12,9.9,0.7,2,4.95,4073.124291
300,12,9.9,0.7,2,9.9,2060.769049
300,12,9.9,0.7,2,19.8,109.1107467
300,12,9.9,0.7,3,1.98,4930.769809
300,12,9.9,0.7,3,4.95,4073.124291
300,12,9.9,0.7,3,9.9,2060.769049
300,12,9.9,0.7,3,19.8,109.1107467
300,12,9.9,0.7,4,0,8409.098528
300,12,9.9,0.7,4,0,8409.09614
300,12,9.9,0.7,4,0,8418.021187
300,12,9.9,0.7,4,0,8417.941795
300,12,9.9,0.7,4,0,8424.088701
300,12,9.9,0.7,4,0,8413.309094
300,12,9.9,0.7,4,0,8418.021178
300,12,9.9,0.7,4,0,8418.021178
300,12,9.9,0.7,4,0,8418.021174
300,12,9.9,0.7,4,0,8426.193315
300,12,9.9,0.7,4,0,8419.276513
300,12,9.9,0.7,4,0,8421.632659
300,12,9.9,0.7,4,0,8424.088689
300,12,9.9,0.7,4,0,8418.021183
300,12,9.9,0.7,4,0,8409.096182
300,12,9.9,0.7,4,0,8413.215579
300,12,9.9,0.7,4,0,8425.471876
300,12,9.9,0.7,4,0,8418.021271
300,12,9.9,0.7,4,0,8421.946662
300,12,9.9,0.7,4,0,8424.088692
300,12,9.9,0.7,5,0,9620.516939
300,12,9.9,0.7,5,0,9616.937686
300,12,9.9,0.7,5,0,9611.149247
300,12,9.9,0.7,5,0,9611.149278
300,12,9.9,0.7,5,0,9616.937851
300,12,9.9,0.7,5,0,9616.937611
300,12,9.9,0.7,5,0,9616.937799
300,12,9.9,0.7,5,0,9616.937634
300,12,9.9,0.7,5,0,9612.047774
300,12,9.9,0.7,5,0,9616.938369
300,12,9.9,0.7,5,0,9611.149051
300,12,9.9,0.7,5,0,9615.998191
300,12,9.9,0.7,5,0,9618.498121
300,12,9.9,0.7,5,0,9616.937799
300,12,9.9,0.7,5,0,9615.063973
300,12,9.9,0.7,5,0,9614.248281
300,12,9.9,0.7,5,0,9613.475097
300,12,9.9,0.7,5,0,9615.43821
300,12,9.9,0.7,5,0,9613.475229
300,12,9.9,0.7,5,0,9620.516802
300,12,9.9,0.9,1,1.98,5042.976485
300,12,9.9,0.9,1,4.95,4187.454826
300,12,9.9,0.9,1,9.9,2182.176656
300,12,9.9,0.9,1,19.8,140.2852457
300,12,9.9,0.9,2,1.98,5042.976485
300,12,9.9,0.9,2,4.95,4187.454826
300,12,9.9,0.9,2,9.9,2182.176656
300,12,9.9,0.9,2,19.8,140.2852457
300,12,9.9,0.9,3,1.98,5042.976485
300,12,9.9,0.9,3,4.95,4187.454826
300,12,9.9,0.9,3,9.9,2182.176656
300,12,9.9,0.9,3,19.8,140.2852457
300,12,9.9,0.9,4,0,8924.376786
300,12,9.9,0.9,4,0,8924.377142
300,12,9.9,0.9,4,0,8919.936209
300,12,9.9,0.9,4,0,8924.377282
300,12,9.9,0.9,4,0,8916.176858
300,12,9.9,0.9,4,0,8918.843076
300,12,9.9,0.9,4,0,8928.848502
300,12,9.9,0.9,4,0,8934.011627
300,12,9.9,0.9,4,0,8936.143914
300,12,9.9,0.9,4,0,8934.018355
300,12,9.9,0.9,4,0,8933.923649
300,12,9.9,0.9,4,0,8932.492342
300,12,9.9,0.9,4,0,8922.185449
300,12,9.9,0.9,4,0,8941.007487
300,12,9.9,0.9,4,0,8924.377428
300,12,9.9,0.9,4,0,8918.846795
300,12,9.9,0.9,4,0,8941.217502
300,12,9.9,0.9,4,0,8936.165021
300,12,9.9,0.9,4,0,8916.200175
300,12,9.9,0.9,4,0,8943.820583
300,12,9.9,0.9,5,0,9791.63494
300,12,9.9,0.9,5,0,9790.20051
300,12,9.9,0.9,5,0,9790.200439
300,12,9.9,0.9,5,0,9797.027756
300,12,9.9,0.9,5,0,9797.027756
300,12,9.9,0.9,5,0,9790.490208
300,12,9.9,0.9,5,0,9790.200439
300,12,9.9,0.9,5,0,9793.93207
300,12,9.9,0.9,5,0,9796.391257
300,12,9.9,0.9,5,0,9793.728222
300,12,9.9,0.9,5,0,9795.806836
300,12,9.9,0.9,5,0,9791.634944
300,12,9.9,0.9,5,0,9790.200618
300,12,9.9,0.9,5,0,9790.200439
300,12,9.9,0.9,5,0,9791.332777
300,12,9.9,0.9,5,0,9798.510173
300,12,9.9,0.9,5,0,9791.634944
300,12,9.9,0.9,5,0,9791.964898
300,12,9.9,0.9,5,0,9792.08864
300,12,9.9,0.9,5,0,9791.634944
300,12,19.8,0.5,1,1.98,1430.782572
300,12,19.8,0.5,1,4.95,1254.515302
300,12,19.8,0.5,1,9.9,741.7670276
300,12,19.8,0.5,1,19.8,23.51710826
300,12,19.8,0.5,2,1.98,1430.782572
300,12,19.8,0.5,2,4.95,1254.515302
300,12,19.8,0.5,2,9.9,741.7670276
300,12,19.8,0.5,2,19.8,23.51710826
300,12,19.8,0.5,3,1.98,1430.782572
300,12,19.8,0.5,3,4.95,1254.515302
300,12,19.8,0.5,3,9.9,741.7670276
300,12,19.8,0.5,3,19.8,23.51710826
300,12,19.8,0.5,4,0,3726.571941
300,12,19.8,0.5,4,0,3723.546851
300,12,19.8,0.5,4,0,3713.469313
300,12,19.8,0.5,4,0,3726.57193
300,12,19.8,0.5,4,0,3718.405093
300,12,19.8,0.5,4,0,3715.074321
300,12,19.8,0.5,4,0,3723.54547
300,12,19.8,0.5,4,0,3726.572711
300,12,19.8,0.5,4,0,3715.032699
300,12,19.8,0.5,4,0,3712.682864
300,12,19.8,0.5,4,0,3714.565135
300,12,19.8,0.5,4,0,3723.061809
300,12,19.8,0.5,4,0,3707.560969
300,12,19.8,0.5,4,0,3702.038891
300,12,19.8,0.5,4,0,3713.91748
300,12,19.8,0.5,4,0,3715.133467
300,12,19.8,0.5,4,0,3706.618988
300,12,19.8,0.5,4,0,3715.37488
300,12,19.8,0.5,4,0,3712.199128
300,12,19.8,0.5,4,0,3714.157216
300,12,19.8,0.5,5,0,5586.611908
300,12,19.8,0.5,5,0,5578.022591
300,12,19.8,0.5,5,0,5578.022766
300,12,19.8,0.5,5,0,5578.022433
300,12,19.8,0.5,5,0,5572.491246
300,12,19.8,0.5,5,0,5578.06374
300,12,19.8,0.5,5,0,5575.788858
300,12,19.8,0.5,5,0,5575.31961
300,12,19.8,0.5,5,0,5578.069139
300,12,19.8,0.5,5,0,5568.079741
300,12,19.8,0.5,5,0,5578.022672
300,12,19.8,0.5,5,0,5575.319778
300,12,19.8,0.5,5,0,5578.022434
300,12,19.8,0.5,5,0,5573.486717
300,12,19.8,0.5,5,0,5571.960598
300,12,19.8,0.5,5,0,5573.615924
300,12,19.8,0.5,5,0,5577.329941
300,12,19.8,0.5,5,0,5575.318849
300,12,19.8,0.5,5,0,5571.959722
300,12,19.8,0.5,5,0,5571.382188
300,12,19.8,0.7,1,1.98,1500.515495
300,12,19.8,0.7,1,4.95,1323.828023
300,12,19.8,0.7,1,9.9,817.197816
300,12,19.8,0.7,1,19.8,32.92395156
300,12,19.8,0.7,2,1.98,1500.515495
300,12,19.8,0.7,2,4.95,1323.828023
300,12,19.8,0.7,2,9.9,817.197816
300,12,19.8,0.7,2,19.8,32.92395156
300,12,19.8,0.7,3,1.98,1500.515495
300,12,19.8,0.7,3,4.95,1323.828023
300,12,19.8,0.7,3,9.9,817.197816
300,12,19.8,0.7,3,19.8,32.92395156
300,12,19.8,0.7,4,0,4602.528036
300,12,19.8,0.7,4,0,4600.976079
300,12,19.8,0.7,4,0,4611.188005
300,12,19.8,0.7,4,0,4602.877429
300,12,19.8,0.7,4,0,4602.526689
300,12,19.8,0.7,4,0,4600.649024
300,12,19.8,0.7,4,0,4614.289716
300,12,19.8,0.7,4,0,4604.355451
300,12,19.8,0.7,4,0,4597.061621
300,12,19.8,0.7,4,0,4585.101244
300,12,19.8,0.7,4,0,4591.539307
300,12,19.8,0.7,4,0,4593.781396
300,12,19.8,0.7,4,0,4589.713377
300,12,19.8,0.7,4,0,4591.942471
300,12,19.8,0.7,4,0,4592.745964
300,12,19.8,0.7,4,0,4581.76712
300,12,19.8,0.7,4,0,4590.741228
300,12,19.8,0.7,4,0,4597.110996
300,12,19.8,0.7,4,0,4582.536591
300,12,19.8,0.7,4,0,4604.721184
300,12,19.8,0.7,5,0,6529.474206
300,12,19.8,0.7,5,0,6545.541043
300,12,19.8,0.7,5,0,6526.668929
300,12,19.8,0.7,5,0,6544.140103
300,12,19.8,0.7,5,0,6533.705289
300,12,19.8,0.7,5,0,6529.466303
300,12,19.8,0.7,5,0,6526.669819
300,12,19.8,0.7,5,0,6526.670366
300,12,19.8,0.7,5,0,6529.466487
300,12,19.8,0.7,5,0,6562.451845
300,12,19.8,0.7,5,0,6531.627103
300,12,19.8,0.7,5,0,6544.145486
300,12,19.8,0.7,5,0,6544.145488
300,12,19.8,0.7,5,0,6526.668431
300,12,19.8,0.7,5,0,6547.056553
300,12,19.8,0.7,5,0,6544.14537
300,12,19.8,0.7,5,0,6529.45245
300,12,19.8,0.7,5,0,6524.620366
300,12,19.8,0.7,5,0,6538.687797
300,12,19.8,0.7,5,0,6529.466452
300,12,19.8,0.9,1,1.98,1543.851938
300,12,19.8,0.9,1,4.95,1367.647674
300,12,19.8,0.9,1,9.9,867.3253725
300,12,19.8,0.9,1,19.8,42.33079486
300,12,19.8,0.9,2,1.98,1543.851938
300,12,19.8,0.9,2,4.95,1367.647674
300,12,19.8,0.9,2,9.9,867.3253725
300,12,19.8,0.9,2,19.8,42.33079486
300,12,19.8,0.9,3,1.98,1543.851938
300,12,19.8,0.9,3,4.95,1367.647674
300,12,19.8,0.9,3,9.9,867.3253725
300,12,19.8,0.9,3,19.8,42.33079486
300,12,19.8,0.9,4,0,5350.370063
300,12,19.8,0.9,4,0,5328.754898
300,12,19.8,0.9,4,0,5337.606922
300,12,19.8,0.9,4,0,5312.08853
300,12,19.8,0.9,4,0,5335.981098
300,12,19.8,0.9,4,0,5314.634958
300,12,19.8,0.9,4,0,5312.017289
300,12,19.8,0.9,4,0,5338.197086
300,12,19.8,0.9,4,0,5314.996313
300,12,19.8,0.9,4,0,5302.853942
300,12,19.8,0.9,4,0,5327.359367
300,12,19.8,0.9,4,0,5344.02028
300,12,19.8,0.9,4,0,5350.369992
300,12,19.8,0.9,4,0,5330.990084
300,12,19.8,0.9,4,0,5350.370018
300,12,19.8,0.9,4,0,5321.903921
300,12,19.8,0.9,4,0,5302.885882
300,12,19.8,0.9,4,0,5319.793751
300,12,19.8,0.9,4,0,5324.773372
300,12,19.8,0.9,4,0,5337.606922
300,12,19.8,0.9,5,0,7246.506539
300,12,19.8,0.9,5,0,7252.138118
300,12,19.8,0.9,5,0,7235.180607
300,12,19.8,0.9,5,0,7235.189264
300,12,19.8,0.9,5,0,7257.264873
300,12,19.8,0.9,5,0,7249.259393
300,12,19.8,0.9,5,0,7235.19066
300,12,19.8,0.9,5,0,7228.13133
300,12,19.8,0.9,5,0,7256.706697
300,12,19.8,0.9,5,0,7246.514008
300,12,19.8,0.9,5,0,7241.836945
300,12,19.8,0.9,5,0,7246.513807
300,12,19.8,0.9,5,0,7246.548382
300,12,19.8,0.9,5,0,7241.694758
300,12,19.8,0.9,5,0,7249.258682
300,12,19.8,0.9,5,0,7249.258639
300,12,19.8,0.9,5,0,7260.561659
300,12,19.8,0.9,5,0,7254.915441
300,12,19.8,0.9,5,0,7254.41368
300,12,19.8,0.9,5,0,7249.25936
300,12,49.5,0.5,1,1.98,499.7360052
300,12,49.5,0.5,1,4.95,448.2196564
300,12,49.5,0.5,1,9.9,281.7876469
300,12,49.5,0.5,1,19.8,8.280340454
300,12,49.5,0.5,2,1.98,499.7360052
300,12,49.5,0.5,2,4.95,448.2196564
300,12,49.5,0.5,2,9.9,281.7876469
300,12,49.5,0.5,2,19.8,8.280340454
300,12,49.5,0.5,3,1.98,499.7360052
300,12,49.5,0.5,3,4.95,448.2196564
300,12,49.5,0.5,3,9.9,281.7876469
300,12,49.5,0.5,3,19.8,8.280340454
300,12,49.5,0.5,4,0,1905.943275
300,12,49.5,0.5,4,0,1903.015026
300,12,49.5,0.5,4,0,1908.680414
300,12,49.5,0.5,4,0,1908.680697
300,12,49.5,0.5,4,0,1908.680681
300,12,49.5,0.5,4,0,1903.015092
300,12,49.5,0.5,4,0,1906.422516
300,12,49.5,0.5,4,0,1903.01506
300,12,49.5,0.5,4,0,1908.680692
300,12,49.5,0.5,4,0,1907.907746
300,12,49.5,0.5,4,0,1908.076534
300,12,49.5,0.5,4,0,1908.075152
300,12,49.5,0.5,4,0,1908.680697
300,12,49.5,0.5,4,0,1908.680697
300,12,49.5,0.5,4,0,1906.244611
300,12,49.5,0.5,4,0,1896.638226
300,12,49.5,0.5,4,0,1908.680692
300,12,49.5,0.5,4,0,1904.834615
300,12,49.5,0.5,4,0,1908.079624
300,12,49.5,0.5,4,0,1903.015031
300,12,49.5,0.5,5,0,3308.231703
300,12,49.5,0.5,5,0,3307.877826
300,12,49.5,0.5,5,0,3314.173471
300,12,49.5,0.5,5,0,3304.078268
300,12,49.5,0.5,5,0,3307.877828
300,12,49.5,0.5,5,0,3307.874684
300,12,49.5,0.5,5,0,3308.231705
300,12,49.5,0.5,5,0,3308.231677
300,12,49.5,0.5,5,0,3304.078266
300,12,49.5,0.5,5,0,3304.078365
300,12,49.5,0.5,5,0,3308.231689
300,12,49.5,0.5,5,0,3307.877537
300,12,49.5,0.5,5,0,3308.231714
300,12,49.5,0.5,5,0,3304.078146
300,12,49.5,0.5,5,0,3308.231698
300,12,49.5,0.5,5,0,3307.876367
300,12,49.5,0.5,5,0,3308.573383
300,12,49.5,0.5,5,0,3297.244157
300,12,49.5,0.5,5,0,3308.231642
300,12,49.5,0.5,5,0,3308.231692
300,12,49.5,0.7,1,1.98,525.4157905
300,12,49.5,0.7,1,4.95,474.0647705
300,12,49.5,0.7,1,9.9,311.0300421
300,12,49.5,0.7,1,19.8,11.59247664
300,12,49.5,0.7,2,1.98,525.4157905
300,12,49.5,0.7,2,4.95,474.0647705
300,12,49.5,0.7,2,9.9,311.0300421
300,12,49.5,0.7,2,19.8,11.59247664
300,12,49.5,0.7,3,1.98,525.4157905
300,12,49.5,0.7,3,4.95,474.0647705
300,12,49.5,0.7,3,9.9,311.0300421
300,12,49.5,0.7,3,19.8,11.59247664
300,12,49.5,0.7,4,0,2541.880998
300,12,49.5,0.7,4,0,2551.955633
300,12,49.5,0.7,4,0,2546.546038
300,12,49.5,0.7,4,0,2541.880998
300,12,49.5,0.7,4,0,2541.880998
300,12,49.5,0.7,4,0,2548.530219
300,12,49.5,0.7,4,0,2547.193253
300,12,49.5,0.7,4,0,2547.196687
300,12,49.5,0.7,4,0,2549.852979
300,12,49.5,0.7,4,0,2560.834855
300,12,49.5,0.7,4,0,2535.211438
300,12,49.5,0.7,4,0,2535.216027
300,12,49.5,0.7,4,0,2548.530184
300,12,49.5,0.7,4,0,2549.848137
300,12,49.5,0.7,4,0,2548.528889
300,12,49.5,0.7,4,0,2548.530184
300,12,49.5,0.7,4,0,2549.847964
300,12,49.5,0.7,4,0,2549.847745
300,12,49.5,0.7,4,0,2543.031197
300,12,49.5,0.7,4,0,2535.211275
300,12,49.5,0.7,5,0,4283.453428
300,12,49.5,0.7,5,0,4283.453316
300,12,49.5,0.7,5,0,4265.952804
300,12,49.5,0.7,5,0,4283.453428
300,12,49.5,0.7,5,0,4265.952796
300,12,49.5,0.7,5,0,4248.960659
300,12,49.5,0.7,5,0,4248.960722
300,12,49.5,0.7,5,0,4264.551793
300,12,49.5,0.7,5,0,4248.960065
300,12,49.5,0.7,5,0,4283.453428
300,12,49.5,0.7,5,0,4266.0584
300,12,49.5,0.7,5,0,4283.453836
300,12,49.5,0.7,5,0,4248.959384
300,12,49.5,0.7,5,0,4265.952774
300,12,49.5,0.7,5,0,4248.960808
300,12,49.5,0.7,5,0,4265.952774
300,12,49.5,0.7,5,0,4271.703647
300,12,49.5,0.7,5,0,4248.960684
300,12,49.5,0.7,5,0,4265.955776
300,12,49.5,0.7,5,0,4248.960629
300,12,49.5,0.9,1,1.98,541.4596679
300,12,49.5,0.9,1,4.95,490.4708809
300,12,49.5,0.9,1,9.9,330.4861895
300,12,49.5,0.9,1,19.8,14.90461282
300,12,49.5,0.9,2,1.98,541.4596679
300,12,49.5,0.9,2,4.95,490.4708809
300,12,49.5,0.9,2,9.9,330.4861895
300,12,49.5,0.9,2,19.8,14.90461282
300,12,49.5,0.9,3,1.98,541.4596679
300,12,49.5,0.9,3,4.95,490.4708809
300,12,49.5,0.9,3,9.9,330.4861895
300,12,49.5,0.9,3,19.8,14.90461282
300,12,49.5,0.9,4,0,3149.489857
300,12,49.5,0.9,4,0,3163.180977
300,12,49.5,0.9,4,0,3153.440622
300,12,49.5,0.9,4,0,3162.627309
300,12,49.5,0.9,4,0,3149.49054
300,12,49.5,0.9,4,0,3149.435705
300,12,49.5,0.9,4,0,3154.133857
300,12,49.5,0.9,4,0,3153.915938
300,12,49.5,0.9,4,0,3158.303296
300,12,49.5,0.9,4,0,3170.866371
300,12,49.5,0.9,4,0,3153.448489
300,12,49.5,0.9,4,0,3162.626321
300,12,49.5,0.9,4,0,3170.869208
300,12,49.5,0.9,4,0,3136.704988
300,12,49.5,0.9,4,0,3170.851362
300,12,49.5,0.9,4,0,3153.449249
300,12,49.5,0.9,4,0,3153.449179
300,12,49.5,0.9,4,0,3170.850762
300,12,49.5,0.9,4,0,3170.851823
300,12,49.5,0.9,4,0,3162.62685
300,12,49.5,0.9,5,0,5084.387333
300,12,49.5,0.9,5,0,5084.390587
300,12,49.5,0.9,5,0,5102.745421
