Time (s),Speed (m/s),Sigma,Kill Rate,Mode,Row Spacing,Kill Total
300,6,49.5,0.9,5,0,3048.318479
300,6,49.5,0.9,5,0,3062.095187
300,6,49.5,0.9,5,0,3067.833235
300,6,49.5,0.9,5,0,3055.451757
300,6,49.5,0.9,5,0,3054.111472
300,6,49.5,0.9,5,0,3067.843947
300,6,49.5,0.9,5,0,3067.833235
300,6,49.5,0.9,5,0,3069.095631
300,6,49.5,0.9,5,0,3067.834592
300,6,49.5,0.9,5,0,3067.834526
300,6,49.5,0.9,5,0,3067.847391
300,9,4.95,0.5,1,1.98,9266.180179
300,9,4.95,0.5,1,4.95,6591.191499
300,9,4.95,0.5,1,9.9,186.9725186
300,9,4.95,0.5,1,19.8,186.9725186
300,9,4.95,0.5,2,1.98,9266.180179
300,9,4.95,0.5,2,4.95,6591.191499
300,9,4.95,0.5,2,9.9,186.9725186
300,9,4.95,0.5,2,19.8,186.9725186
300,9,4.95,0.5,3,1.98,9266.180179
300,9,4.95,0.5,3,4.95,6591.191499
300,9,4.95,0.5,3,9.9,186.9725186
300,9,4.95,0.5,3,19.8,186.9725186
300,9,4.95,0.5,4,0,9575.053802
300,9,4.95,0.5,4,0,9090.122138
300,9,4.95,0.5,4,0,9657.359867
300,9,4.95,0.5,4,0,9545.433136
300,9,4.95,0.5,4,0,9535.170116
300,9,4.95,0.5,4,0,9820.977007
300,9,4.95,0.5,4,0,9823.785867
300,9,4.95,0.5,4,0,9116.739227
300,9,4.95,0.5,4,0,9149.878689
300,9,4.95,0.5,4,0,9821.808099
300,9,4.95,0.5,4,0,9065.35301
300,9,4.95,0.5,4,0,9822.694042
300,9,4.95,0.5,4,0,9825.615391
300,9,4.95,0.5,4,0,9826.196071
300,9,4.95,0.5,4,0,9104.445347
300,9,4.95,0.5,4,0,9081.510876
300,9,4.95,0.5,4,0,9820.783714
300,9,4.95,0.5,4,0,9816.040017
300,9,4.95,0.5,4,0,9158.611449
300,9,4.95,0.5,4,0,9818.932686
300,9,4.95,0.5,5,0,9970.335249
300,9,4.95,0.5,5,0,9970.791436
300,9,4.95,0.5,5,0,9994.65639
300,9,4.95,0.5,5,0,9994.642821
300,9,4.95,0.5,5,0,9969.535226
300,9,4.95,0.5,5,0,9971.618777
300,9,4.95,0.5,5,0,9969.535226
300,9,4.95,0.5,5,0,9970.335247
300,9,4.95,0.5,5,0,9970.098147
300,9,4.95,0.5,5,0,9994.716772
300,9,4.95,0.5,5,0,9994.658774
300,9,4.95,0.5,5,0,9969.535226
300,9,4.95,0.5,5,0,9994.835769
300,9,4.95,0.5,5,0,9970.335183
300,9,4.95,0.5,5,0,9994.782644
300,9,4.95,0.5,5,0,9970.333751
300,9,4.95,0.5,5,0,9970.797189
300,9,4.95,0.5,5,0,9994.317524
300,9,4.95,0.5,5,0,9970.291022
300,9,4.95,0.5,5,0,9980.80807
300,9,4.95,0.7,1,1.98,9392.561679
300,9,4.95,0.7,1,4.95,6863.650365
300,9,4.95,0.7,1,9.9,261.761526
300,9,4.95,0.7,1,19.8,261.761526
300,9,4.95,0.7,2,1.98,9392.561679
300,9,4.95,0.7,2,4.95,6863.650365
300,9,4.95,0.7,2,9.9,261.761526
300,9,4.95,0.7,2,19.8,261.761526
300,9,4.95,0.7,3,1.98,9392.561679
300,9,4.95,0.7,3,4.95,6863.650365
300,9,4.95,0.7,3,9.9,261.761526
300,9,4.95,0.7,3,19.8,261.761526
300,9,4.95,0.7,4,0,9536.14628
300,9,4.95,0.7,4,0,9931.056874
300,9,4.95,0.7,4,0,9927.64519
300,9,4.95,0.7,4,0,9934.095358
300,9,4.95,0.7,4,0,9929.9771
300,9,4.95,0.7,4,0,9557.349896
300,9,4.95,0.7,4,0,9556.337562
300,9,4.95,0.7,4,0,9941.331189
300,9,4.95,0.7,4,0,9541.752441
300,9,4.95,0.7,4,0,9940.859132
300,9,4.95,0.7,4,0,9533.224497
300,9,4.95,0.7,4,0,9927.86669
300,9,4.95,0.7,4,0,9570.283404
300,9,4.95,0.7,4,0,9541.78625
300,9,4.95,0.7,4,0,9512.445886
300,9,4.95,0.7,4,0,9518.670525
300,9,4.95,0.7,4,0,9942.028959
300,9,4.95,0.7,4,0,9942.342723
300,9,4.95,0.7,4,0,9558.248717
300,9,4.95,0.7,4,0,9939.633865
300,9,4.95,0.7,5,0,9994.492104
300,9,4.95,0.7,5,0,9994.032141
300,9,4.95,0.7,5,0,9993.877393
300,9,4.95,0.7,5,0,9999.255479
300,9,4.95,0.7,5,0,9994.088719
300,9,4.95,0.7,5,0,9993.302896
300,9,4.95,0.7,5,0,9999.272986
300,9,4.95,0.7,5,0,9993.894436
300,9,4.95,0.7,5,0,9993.340698
300,9,4.95,0.7,5,0,9993.877393
300,9,4.95,0.7,5,0,9993.937049
300,9,4.95,0.7,5,0,9999.240468
300,9,4.95,0.7,5,0,9993.771704
300,9,4.95,0.7,5,0,9994.131433
300,9,4.95,0.7,5,0,9999.272955
300,9,4.95,0.7,5,0,9999.145181
300,9,4.95,0.7,5,0,9993.877393
300,9,4.95,0.7,5,0,9999.27221
300,9,4.95,0.7,5,0,9994.031672
300,9,4.95,0.7,5,0,9999.29374
300,9,4.95,0.9,1,1.98,9460.814147
300,9,4.95,0.9,1,4.95,7029.44486
300,9,4.95,0.9,1,9.9,336.5505334
300,9,4.95,0.9,1,19.8,336.5505334
300,9,4.95,0.9,2,1.98,9460.814147
300,9,4.95,0.9,2,4.95,7029.44486
300,9,4.95,0.9,2,9.9,336.5505334
300,9,4.95,0.9,2,19.8,336.5505334
300,9,4.95,0.9,3,1.98,9460.814147
300,9,4.95,0.9,3,4.95,7029.44486
300,9,4.95,0.9,3,9.9,336.5505334
300,9,4.95,0.9,3,19.8,336.5505334
300,9,4.95,0.9,4,0,9979.473293
300,9,4.95,0.9,4,0,9765.183128
300,9,4.95,0.9,4,0,9733.630983
300,9,4.95,0.9,4,0,9742.630782
300,9,4.95,0.9,4,0,9755.54448
300,9,4.95,0.9,4,0,9785.816324
300,9,4.95,0.9,4,0,9774.699769
300,9,4.95,0.9,4,0,9977.895813
300,9,4.95,0.9,4,0,9978.898885
300,9,4.95,0.9,4,0,9975.319707
300,9,4.95,0.9,4,0,9759.77801
300,9,4.95,0.9,4,0,9763.051083
300,9,4.95,0.9,4,0,9791.200393
300,9,4.95,0.9,4,0,9759.77804
300,9,4.95,0.9,4,0,9978.770796
300,9,4.95,0.9,4,0,9979.056207
300,9,4.95,0.9,4,0,9977.52048
300,9,4.95,0.9,4,0,9764.4133
300,9,4.95,0.9,4,0,9979.646685
300,9,4.95,0.9,4,0,9739.744124
300,9,4.95,0.9,5,0,9998.419746
300,9,4.95,0.9,5,0,9999.261473
300,9,4.95,0.9,5,0,9998.513604
300,9,4.95,0.9,5,0,9998.605159
300,9,4.95,0.9,5,0,9998.425825
300,9,4.95,0.9,5,0,9999.86651
300,9,4.95,0.9,5,0,9998.537243
300,9,4.95,0.9,5,0,9999.877738
300,9,4.95,0.9,5,0,9999.879251
300,9,4.95,0.9,5,0,9999.865951
300,9,4.95,0.9,5,0,9999.858786
300,9,4.95,0.9,5,0,9998.623702
300,9,4.95,0.9,5,0,9998.291889
300,9,4.95,0.9,5,0,9999.846464
300,9,4.95,0.9,5,0,9998.446402
300,9,4.95,0.9,5,0,9998.380804
300,9,4.95,0.9,5,0,9998.443106
300,9,4.95,0.9,5,0,9999.881711
300,9,4.95,0.9,5,0,9999.873483
300,9,4.95,0.9,5,0,9998.45968
300,9,9.9,0.5,1,1.98,4276.627229
300,9,9.9,0.5,1,4.95,3294.583361
300,9,9.9,0.5,1,9.9,64.05407101
300,9,9.9,0.5,1,19.8,64.05407101
300,9,9.9,0.5,2,1.98,4276.627229
300,9,9.9,0.5,2,4.95,3294.583361
300,9,9.9,0.5,2,9.9,64.05407101
300,9,9.9,0.5,2,19.8,64.05407101
300,9,9.9,0.5,3,1.98,4276.627229
300,9,9.9,0.5,3,4.95,3294.583361
300,9,9.9,0.5,3,9.9,64.05407101
300,9,9.9,0.5,3,19.8,64.05407101
300,9,9.9,0.5,4,0,6835.933099
300,9,9.9,0.5,4,0,6827.311802
300,9,9.9,0.5,4,0,6834.37363
300,9,9.9,0.5,4,0,6823.273817
300,9,9.9,0.5,4,0,6835.939015
300,9,9.9,0.5,4,0,6835.946848
300,9,9.9,0.5,4,0,6841.897736
300,9,9.9,0.5,4,0,6827.31181
300,9,9.9,0.5,4,0,6841.897736
300,9,9.9,0.5,4,0,6834.37363
300,9,9.9,0.5,4,0,6830.640427
300,9,9.9,0.5,4,0,6829.329906
300,9,9.9,0.5,4,0,6841.898058
300,9,9.9,0.5,4,0,6840.62405
300,9,9.9,0.5,4,0,6836.481328
300,9,9.9,0.5,4,0,6841.897736
300,9,9.9,0.5,4,0,6818.928217
300,9,9.9,0.5,4,0,6835.389486
300,9,9.9,0.5,4,0,6841.898057
300,9,9.9,0.5,4,0,6824.570413
300,9,9.9,0.5,5,0,8723.468941
300,9,9.9,0.5,5,0,8718.090356
300,9,9.9,0.5,5,0,8725.946639
300,9,9.9,0.5,5,0,8721.387415
300,9,9.9,0.5,5,0,8723.822359
300,9,9.9,0.5,5,0,8726.178704
300,9,9.9,0.5,5,0,8714.611282
300,9,9.9,0.5,5,0,8718.090356
300,9,9.9,0.5,5,0,8718.090356
300,9,9.9,0.5,5,0,8718.816756
300,9,9.9,0.5,5,0,8720.262552
300,9,9.9,0.5,5,0,8722.170222
300,9,9.9,0.5,5,0,8717.939003
300,9,9.9,0.5,5,0,8718.816755
300,9,9.9,0.5,5,0,8730.570826
300,9,9.9,0.5,5,0,8724.175706
300,9,9.9,0.5,5,0,8723.146296
300,9,9.9,0.5,5,0,8720.263056
300,9,9.9,0.5,5,0,8724.91171
300,9,9.9,0.5,5,0,8718.09039
300,9,9.9,0.7,1,1.98,4474.272289
300,9,9.9,0.7,1,4.95,3489.491035
300,9,9.9,0.7,1,9.9,89.67569942
300,9,9.9,0.7,1,19.8,89.67569942
300,9,9.9,0.7,2,1.98,4474.272289
300,9,9.9,0.7,2,4.95,3489.491035
300,9,9.9,0.7,2,9.9,89.67569942
300,9,9.9,0.7,2,19.8,89.67569942
300,9,9.9,0.7,3,1.98,4474.272289
300,9,9.9,0.7,3,4.95,3489.491035
300,9,9.9,0.7,3,9.9,89.67569942
300,9,9.9,0.7,3,19.8,89.67569942
300,9,9.9,0.7,4,0,7736.113576
300,9,9.9,0.7,4,0,7758.476513
300,9,9.9,0.7,4,0,7747.085274
300,9,9.9,0.7,4,0,7747.101783
300,9,9.9,0.7,4,0,7736.113154
300,9,9.9,0.7,4,0,7754.55955
300,9,9.9,0.7,4,0,7756.786072
300,9,9.9,0.7,4,0,7736.794814
300,9,9.9,0.7,4,0,7751.551314
300,9,9.9,0.7,4,0,7733.311742
300,9,9.9,0.7,4,0,7733.31259
300,9,9.9,0.7,4,0,7750.81513
300,9,9.9,0.7,4,0,7740.843743
300,9,9.9,0.7,4,0,7758.480784
300,9,9.9,0.7,4,0,7736.113525
300,9,9.9,0.7,4,0,7747.101783
300,9,9.9,0.7,4,0,7736.113527
300,9,9.9,0.7,4,0,7760.44351
300,9,9.9,0.7,4,0,7744.018835
300,9,9.9,0.7,4,0,7725.805078
300,9,9.9,0.7,5,0,9261.476358
300,9,9.9,0.7,5,0,9274.170207
300,9,9.9,0.7,5,0,9277.397732
300,9,9.9,0.7,5,0,9272.162921
300,9,9.9,0.7,5,0,9272.727087
300,9,9.9,0.7,5,0,9261.476384
300,9,9.9,0.7,5,0,9266.31592
300,9,9.9,0.7,5,0,9269.370238
300,9,9.9,0.7,5,0,9275.555611
300,9,9.9,0.7,5,0,9267.89691
300,9,9.9,0.7,5,0,9277.064757
300,9,9.9,0.7,5,0,9261.47638
300,9,9.9,0.7,5,0,9273.199678
300,9,9.9,0.7,5,0,9267.133485
300,9,9.9,0.7,5,0,9267.242654
300,9,9.9,0.7,5,0,9271.799874
300,9,9.9,0.7,5,0,9272.785502
300,9,9.9,0.7,5,0,9272.731672
300,9,9.9,0.7,5,0,9279.160164
300,9,9.9,0.7,5,0,9277.397245
300,9,9.9,0.9,1,1.98,4595.228629
300,9,9.9,0.9,1,4.95,3612.537461
300,9,9.9,0.9,1,9.9,115.2973278
300,9,9.9,0.9,1,19.8,115.2973278
300,9,9.9,0.9,2,1.98,4595.228629
300,9,9.9,0.9,2,4.95,3612.537461
300,9,9.9,0.9,2,9.9,115.2973278
300,9,9.9,0.9,2,19.8,115.2973278
300,9,9.9,0.9,3,1.98,4595.228629
300,9,9.9,0.9,3,4.95,3612.537461
300,9,9.9,0.9,3,9.9,115.2973278
300,9,9.9,0.9,3,19.8,115.2973278
300,9,9.9,0.9,4,0,8363.936512
300,9,9.9,0.9,4,0,8359.791627
300,9,9.9,0.9,4,0,8359.79292
300,9,9.9,0.9,4,0,8368.042163
300,9,9.9,0.9,4,0,8358.107664
300,9,9.9,0.9,4,0,8339.957717
300,9,9.9,0.9,4,0,8363.936995
300,9,9.9,0.9,4,0,8369.68422
300,9,9.9,0.9,4,0,8367.844182
300,9,9.9,0.9,4,0,8353.831731
300,9,9.9,0.9,4,0,8361.709063
300,9,9.9,0.9,4,0,8345.187921
300,9,9.9,0.9,4,0,8369.684731
300,9,9.9,0.9,4,0,8371.257961
300,9,9.9,0.9,4,0,8367.844158
300,9,9.9,0.9,4,0,8363.945696
300,9,9.9,0.9,4,0,8367.844155
300,9,9.9,0.9,4,0,8363.9375
300,9,9.9,0.9,4,0,8359.793964
300,9,9.9,0.9,4,0,8351.270655
300,9,9.9,0.9,5,0,9563.445472
300,9,9.9,0.9,5,0,9560.624916
300,9,9.9,0.9,5,0,9560.729783
300,9,9.9,0.9,5,0,9565.566939
300,9,9.9,0.9,5,0,9562.198618
300,9,9.9,0.9,5,0,9565.165304
300,9,9.9,0.9,5,0,9560.224569
300,9,9.9,0.9,5,0,9560.623455
300,9,9.9,0.9,5,0,9561.957106
300,9,9.9,0.9,5,0,9560.729781
300,9,9.9,0.9,5,0,9566.545892
300,9,9.9,0.9,5,0,9560.704656
300,9,9.9,0.9,5,0,9567.241497
300,9,9.9,0.9,5,0,9560.729822
300,9,9.9,0.9,5,0,9560.729721
300,9,9.9,0.9,5,0,9561.874761
300,9,9.9,0.9,5,0,9566.953831
300,9,9.9,0.9,5,0,9560.629949
300,9,9.9,0.9,5,0,9561.957222
300,9,9.9,0.9,5,0,9565.567215
300,9,19.8,0.5,1,1.98,1264.603347
300,9,19.8,0.5,1,4.95,1042.523885
300,9,19.8,0.5,1,9.9,18.09803132
300,9,19.8,0.5,1,19.8,18.09803132
300,9,19.8,0.5,2,1.98,1264.603347
300,9,19.8,0.5,2,4.95,1042.523885
300,9,19.8,0.5,2,9.9,18.09803132
300,9,19.8,0.5,2,19.8,18.09803132
300,9,19.8,0.5,3,1.98,1264.603347
300,9,19.8,0.5,3,4.95,1042.523885
300,9,19.8,0.5,3,9.9,18.09803132
300,9,19.8,0.5,3,19.8,18.09803132
300,9,19.8,0.5,4,0,3046.459499
300,9,19.8,0.5,4,0,3055.419403
300,9,19.8,0.5,4,0,3049.250961
300,9,19.8,0.5,4,0,3055.5486
300,9,19.8,0.5,4,0,3054.83472
300,9,19.8,0.5,4,0,3042.531395
300,9,19.8,0.5,4,0,3044.848384
300,9,19.8,0.5,4,0,3046.460112
300,9,19.8,0.5,4,0,3042.473471
300,9,19.8,0.5,4,0,3058.73757
300,9,19.8,0.5,4,0,3046.45993
300,9,19.8,0.5,4,0,3042.529226
300,9,19.8,0.5,4,0,3046.461053
300,9,19.8,0.5,4,0,3046.452088
300,9,19.8,0.5,4,0,3057.916373
300,9,19.8,0.5,4,0,3044.802941
300,9,19.8,0.5,4,0,3050.589064
300,9,19.8,0.5,4,0,3059.934018
300,9,19.8,0.5,4,0,3054.40962
300,9,19.8,0.5,4,0,3047.69792
300,9,19.8,0.5,5,0,4759.647645
300,9,19.8,0.5,5,0,4767.103413
300,9,19.8,0.5,5,0,4760.772259
300,9,19.8,0.5,5,0,4759.380299
300,9,19.8,0.5,5,0,4748.753321
300,9,19.8,0.5,5,0,4748.752833
300,9,19.8,0.5,5,0,4765.669431
300,9,19.8,0.5,5,0,4764.917412
300,9,19.8,0.5,5,0,4748.752783
300,9,19.8,0.5,5,0,4767.655369
300,9,19.8,0.5,5,0,4764.916152
300,9,19.8,0.5,5,0,4759.232197
300,9,19.8,0.5,5,0,4755.840835
300,9,19.8,0.5,5,0,4755.703393
300,9,19.8,0.5,5,0,4748.753357
300,9,19.8,0.5,5,0,4757.339464
300,9,19.8,0.5,5,0,4754.877117
300,9,19.8,0.5,5,0,4759.232168
300,9,19.8,0.5,5,0,4768.258271
300,9,19.8,0.5,5,0,4762.903292
300,9,19.8,0.7,1,1.98,1335.309876
300,9,19.8,0.7,1,4.95,1112.855925
300,9,19.8,0.7,1,9.9,25.33724385
300,9,19.8,0.7,1,19.8,25.33724385
300,9,19.8,0.7,2,1.98,1335.309876
300,9,19.8,0.7,2,4.95,1112.855925
300,9,19.8,0.7,2,9.9,25.33724385
300,9,19.8,0.7,2,19.8,25.33724385
300,9,19.8,0.7,3,1.98,1335.309876
300,9,19.8,0.7,3,4.95,1112.855925
300,9,19.8,0.7,3,9.9,25.33724385
300,9,19.8,0.7,3,19.8,25.33724385
300,9,19.8,0.7,4,0,3847.900453
300,9,19.8,0.7,4,0,3827.584005
300,9,19.8,0.7,4,0,3836.81496
300,9,19.8,0.7,4,0,3845.944153
300,9,19.8,0.7,4,0,3847.870035
300,9,19.8,0.7,4,0,3844.013796
300,9,19.8,0.7,4,0,3834.776898
300,9,19.8,0.7,4,0,3846.278647
300,9,19.8,0.7,4,0,3834.76715
300,9,19.8,0.7,4,0,3851.686533
300,9,19.8,0.7,4,0,3829.859247
300,9,19.8,0.7,4,0,3846.881373
300,9,19.8,0.7,4,0,3848.328241
300,9,19.8,0.7,4,0,3836.922253
300,9,19.8,0.7,4,0,3847.900595
300,9,19.8,0.7,4,0,3834.777006
300,9,19.8,0.7,4,0,3826.81819
300,9,19.8,0.7,4,0,3834.775087
300,9,19.8,0.7,4,0,3837.232603
300,9,19.8,0.7,4,0,3832.836137
300,9,19.8,0.7,5,0,5704.444993
300,9,19.8,0.7,5,0,5707.181607
300,9,19.8,0.7,5,0,5699.596484
300,9,19.8,0.7,5,0,5704.442099
300,9,19.8,0.7,5,0,5705.332167
300,9,19.8,0.7,5,0,5707.912343
300,9,19.8,0.7,5,0,5695.831062
300,9,19.8,0.7,5,0,5707.91321
300,9,19.8,0.7,5,0,5723.054533
300,9,19.8,0.7,5,0,5707.181479
300,9,19.8,0.7,5,0,5704.443175
300,9,19.8,0.7,5,0,5704.358848
300,9,19.8,0.7,5,0,5704.442139
300,9,19.8,0.7,5,0,5704.358661
300,9,19.8,0.7,5,0,5702.951963
300,9,19.8,0.7,5,0,5704.356034
300,9,19.8,0.7,5,0,5716.499851
300,9,19.8,0.7,5,0,5693.142938
300,9,19.8,0.7,5,0,5704.443083
300,9,19.8,0.7,5,0,5705.565158
300,9,19.8,0.9,1,1.98,1379.501448
300,9,19.8,0.9,1,4.95,1157.946082
300,9,19.8,0.9,1,9.9,32.57645638
300,9,19.8,0.9,1,19.8,32.57645638
300,9,19.8,0.9,2,1.98,1379.501448
300,9,19.8,0.9,2,4.95,1157.946082
300,9,19.8,0.9,2,9.9,32.57645638
300,9,19.8,0.9,2,19.8,32.57645638
300,9,19.8,0.9,3,1.98,1379.501448
300,9,19.8,0.9,3,4.95,1157.946082
300,9,19.8,0.9,3,9.9,32.57645638
300,9,19.8,0.9,3,19.8,32.57645638
300,9,19.8,0.9,4,0,4510.000601
300,9,19.8,0.9,4,0,4509.990397
300,9,19.8,0.9,4,0,4506.994928
300,9,19.8,0.9,4,0,4509.991394
300,9,19.8,0.9,4,0,4515.925785
300,9,19.8,0.9,4,0,4511.592374
300,9,19.8,0.9,4,0,4516.54887
300,9,19.8,0.9,4,0,4510.002985
300,9,19.8,0.9,4,0,4518.184435
300,9,19.8,0.9,4,0,4505.064863
300,9,19.8,0.9,4,0,4527.180284
300,9,19.8,0.9,4,0,4510.00066
300,9,19.8,0.9,4,0,4510.020272
300,9,19.8,0.9,4,0,4505.562718
300,9,19.8,0.9,4,0,4510.00095
300,9,19.8,0.9,4,0,4503.721168
300,9,19.8,0.9,4,0,4506.989125
300,9,19.8,0.9,4,0,4508.72795
300,9,19.8,0.9,4,0,4498.180835
300,9,19.8,0.9,4,0,4509.99089
300,9,19.8,0.9,5,0,6430.205574
300,9,19.8,0.9,5,0,6449.368977
300,9,19.8,0.9,5,0,6438.077396
300,9,19.8,0.9,5,0,6430.204867
300,9,19.8,0.9,5,0,6427.461032
300,9,19.8,0.9,5,0,6449.369508
300,9,19.8,0.9,5,0,6446.547283
300,9,19.8,0.9,5,0,6430.205267
300,9,19.8,0.9,5,0,6413.398284
300,9,19.8,0.9,5,0,6439.332049
300,9,19.8,0.9,5,0,6431.46422
300,9,19.8,0.9,5,0,6427.399975
300,9,19.8,0.9,5,0,6458.907048
300,9,19.8,0.9,5,0,6449.368229
300,9,19.8,0.9,5,0,6422.750536
300,9,19.8,0.9,5,0,6430.204868
300,9,19.8,0.9,5,0,6435.298124
300,9,19.8,0.9,5,0,6449.367588
300,9,19.8,0.9,5,0,6443.560089
300,9,19.8,0.9,5,0,6427.397899
300,9,49.5,0.5,1,1.98,439.4870271
300,9,49.5,0.5,1,4.95,370.3878386
300,9,49.5,0.5,1,9.9,6.236759167
300,9,49.5,0.5,1,19.8,6.236759167
300,9,49.5,0.5,2,1.98,439.4870271
300,9,49.5,0.5,2,4.95,370.3878386
300,9,49.5,0.5,2,9.9,6.236759167
300,9,49.5,0.5,2,19.8,6.236759167
300,9,49.5,0.5,3,1.98,439.4870271
300,9,49.5,0.5,3,4.95,370.3878386
300,9,49.5,0.5,3,9.9,6.236759167
300,9,49.5,0.5,3,19.8,6.236759167
300,9,49.5,0.5,4,0,1478.398326
300,9,49.5,0.5,4,0,1479.038824
300,9,49.5,0.5,4,0,1470.820946
300,9,49.5,0.5,4,0,1475.364195
300,9,49.5,0.5,4,0,1470.820949
300,9,49.5,0.5,4,0,1470.820939
300,9,49.5,0.5,4,0,1470.820982
300,9,49.5,0.5,4,0,1481.144349
300,9,49.5,0.5,4,0,1481.864196
300,9,49.5,0.5,4,0,1481.144356
300,9,49.5,0.5,4,0,1479.785746
300,9,49.5,0.5,4,0,1470.821037
300,9,49.5,0.5,4,0,1470.820981
300,9,49.5,0.5,4,0,1481.14458
300,9,49.5,0.5,4,0,1470.820981
300,9,49.5,0.5,4,0,1481.144349
300,9,49.5,0.5,4,0,1470.820749
300,9,49.5,0.5,4,0,1477.378998
300,9,49.5,0.5,4,0,1476.90051
300,9,49.5,0.5,4,0,1475.846117
300,9,49.5,0.5,5,0,2629.194086
300,9,49.5,0.5,5,0,2618.823358
300,9,49.5,0.5,5,0,2626.601643
300,9,49.5,0.5,5,0,2613.821219
300,9,49.5,0.5,5,0,2626.973265
300,9,49.5,0.5,5,0,2620.656958
300,9,49.5,0.5,5,0,2629.194047
300,9,49.5,0.5,5,0,2629.1941
300,9,49.5,0.5,5,0,2629.193968
300,9,49.5,0.5,5,0,2629.194047
300,9,49.5,0.5,5,0,2629.194086
300,9,49.5,0.5,5,0,2623.781004
300,9,49.5,0.5,5,0,2629.1941
300,9,49.5,0.5,5,0,2620.656906
300,9,49.5,0.5,5,0,2629.194061
300,9,49.5,0.5,5,0,2629.1941
300,9,49.5,0.5,5,0,2622.912971
300,9,49.5,0.5,5,0,2613.821219
300,9,49.5,0.5,5,0,2613.821219
300,9,49.5,0.5,5,0,2620.657266
300,9,49.5,0.7,1,1.98,465.1989319
300,9,49.5,0.7,1,4.95,396.2699118
300,9,49.5,0.7,1,9.9,8.731462833
300,9,49.5,0.7,1,19.8,8.731462833
300,9,49.5,0.7,2,1.98,465.1989319
300,9,49.5,0.7,2,4.95,396.2699118
300,9,49.5,0.7,2,9.9,8.731462833
300,9,49.5,0.7,2,19.8,8.731462833
300,9,49.5,0.7,3,1.98,465.1989319
300,9,49.5,0.7,3,4.95,396.2699118
300,9,49.5,0.7,3,9.9,8.731462833
300,9,49.5,0.7,3,19.8,8.731462833
300,9,49.5,0.7,4,0,1992.136211
300,9,49.5,0.7,4,0,1987.430814
300,9,49.5,0.7,4,0,1992.04103
300,9,49.5,0.7,4,0,1985.904648
300,9,49.5,0.7,4,0,1992.136172
300,9,49.5,0.7,4,0,1969.175245
300,9,49.5,0.7,4,0,1987.430941
300,9,49.5,0.7,4,0,1996.367274
300,9,49.5,0.7,4,0,1992.13621
300,9,49.5,0.7,4,0,1992.136211
300,9,49.5,0.7,4,0,1992.136211
300,9,49.5,0.7,4,0,1992.13621
300,9,49.5,0.7,4,0,1992.136235
300,9,49.5,0.7,4,0,1991.487381
300,9,49.5,0.7,4,0,1987.423057
300,9,49.5,0.7,4,0,1987.430536
300,9,49.5,0.7,4,0,1969.175189
300,9,49.5,0.7,4,0,1992.136195
300,9,49.5,0.7,4,0,1988.773675
300,9,49.5,0.7,4,0,1992.136233
300,9,49.5,0.7,5,0,3426.106043
300,9,49.5,0.7,5,0,3438.710678
300,9,49.5,0.7,5,0,3440.406874
300,9,49.5,0.7,5,0,3426.106055
300,9,49.5,0.7,5,0,3440.408528
300,9,49.5,0.7,5,0,3434.863051
300,9,49.5,0.7,5,0,3446.479842
300,9,49.5,0.7,5,0,3444.223751
300,9,49.5,0.7,5,0,3440.408383
300,9,49.5,0.7,5,0,3446.485122
300,9,49.5,0.7,5,0,3440.408361
300,9,49.5,0.7,5,0,3433.245725
300,9,49.5,0.7,5,0,3442.855495
300,9,49.5,0.7,5,0,3433.51736
300,9,49.5,0.7,5,0,3444.224333
300,9,49.5,0.7,5,0,3444.223751
300,9,49.5,0.7,5,0,3444.224186
300,9,49.5,0.7,5,0,3444.224333
300,9,49.5,0.7,5,0,3440.408361
300,9,49.5,0.7,5,0,3444.224359
300,9,49.5,0.9,1,1.98,481.3509098
300,9,49.5,0.9,1,4.95,412.933371
300,9,49.5,0.9,1,9.9,11.2261665
300,9,49.5,0.9,1,19.8,11.2261665
300,9,49.5,0.9,2,1.98,481.3509098
300,9,49.5,0.9,2,4.95,412.933371
300,9,49.5,0.9,2,9.9,11.2261665
300,9,49.5,0.9,2,19.8,11.2261665
300,9,49.5,0.9,3,1.98,481.3509098
300,9,49.5,0.9,3,4.95,412.933371
300,9,49.5,0.9,3,9.9,11.2261665
300,9,49.5,0.9,3,19.8,11.2261665
300,9,49.5,0.9,4,0,2468.718757
300,9,49.5,0.9,4,0,2467.6556
300,9,49.5,0.9,4,0,2469.102025
300,9,49.5,0.9,4,0,2487.477669
300,9,49.5,0.9,4,0,2478.31176
300,9,49.5,0.9,4,0,2468.719536
300,9,49.5,0.9,4,0,2487.474379
300,9,49.5,0.9,4,0,2487.474602
300,9,49.5,0.9,4,0,2468.719536
300,9,49.5,0.9,4,0,2468.718498
300,9,49.5,0.9,4,0,2467.6556
300,9,49.5,0.9,4,0,2468.718757
300,9,49.5,0.9,4,0,2466.985482
300,9,49.5,0.9,4,0,2460.902919
300,9,49.5,0.9,4,0,2487.463717
300,9,49.5,0.9,4,0,2468.719536
300,9,49.5,0.9,4,0,2467.6556
300,9,49.5,0.9,4,0,2487.47314
300,9,49.5,0.9,4,0,2478.825139
300,9,49.5,0.9,4,0,2487.467562
300,9,49.5,0.9,5,0,4165.107375
300,9,49.5,0.9,5,0,4157.135472
300,9,49.5,0.9,5,0,4165.107026
300,9,49.5,0.9,5,0,4157.135248
300,9,49.5,0.9,5,0,4151.16718
300,9,49.5,0.9,5,0,4157.134688
