300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,5,2,874.15
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.5,6,2,1738.1
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,5,2,1116.6
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
300,6,0.25,0.2,0.7,6,2,2387.9
