Time (s),Speed (m/s),Sticking C,k,killRate,Mode,Row spacing (m,Kill Total
300,6,0.75,0.6,0.7,4,10,2259.574644
300,6,0.75,0.6,0.7,4,20,1974.199766
300,6,0.75,0.6,0.9,4,2,2210.156294
300,6,0.75,0.6,0.9,4,5,2415.400362
300,6,0.75,0.6,0.9,4,10,2727.988041
300,6,0.75,0.6,0.9,4,20,2406.464303
300,9,0.25,0.2,0.5,4,2,1240.305002
300,9,0.25,0.2,0.5,4,5,1371.070449
300,9,0.25,0.2,0.5,4,10,1352.702635
300,9,0.25,0.2,0.5,4,20,1304.470043
300,9,0.25,0.2,0.7,4,2,1639.040778
300,9,0.25,0.2,0.7,4,5,1869.264281
300,9,0.25,0.2,0.7,4,10,1798.273621
300,9,0.25,0.2,0.7,4,20,1737.128495
300,9,0.25,0.2,0.9,4,2,1993.22138
300,9,0.25,0.2,0.9,4,5,2341.469016
300,9,0.25,0.2,0.9,4,10,2200.867761
300,9,0.25,0.2,0.9,4,20,2126.948747
300,9,0.25,0.4,0.5,4,2,1232.279294
300,9,0.25,0.4,0.5,4,5,1369.759333
300,9,0.25,0.4,0.5,4,10,1383.267817
300,9,0.25,0.4,0.5,4,20,1333.95143
300,9,0.25,0.4,0.7,4,2,1624.387457
300,9,0.25,0.4,0.7,4,5,1866.821336
300,9,0.25,0.4,0.7,4,10,1852.14241
300,9,0.25,0.4,0.7,4,20,1791.015974
300,9,0.25,0.4,0.9,4,2,1970.633149
300,9,0.25,0.4,0.9,4,5,2337.604375
300,9,0.25,0.4,0.9,4,10,2280.897921
300,9,0.25,0.4,0.9,4,20,2209.976154
300,9,0.25,0.6,0.5,4,2,1236.819731
300,9,0.25,0.6,0.5,4,5,1365.044744
300,9,0.25,0.6,0.5,4,10,1395.049497
300,9,0.25,0.6,0.5,4,20,1344.746856
300,9,0.25,0.6,0.7,4,2,1632.235462
300,9,0.25,0.6,0.7,4,5,1857.985938
300,9,0.25,0.6,0.7,4,10,1873.155789
300,9,0.25,0.6,0.7,4,20,1810.965894
300,9,0.25,0.6,0.9,4,2,1982.083577
300,9,0.25,0.6,0.9,4,5,2323.623076
300,9,0.25,0.6,0.9,4,10,2312.475504
300,9,0.25,0.6,0.9,4,20,2241.059437
300,9,0.5,0.2,0.5,4,2,1376.167214
300,9,0.5,0.2,0.5,4,5,1541.328689
300,9,0.5,0.2,0.5,4,10,1601.205325
300,9,0.5,0.2,0.5,4,20,1486.330431
300,9,0.5,0.2,0.7,4,2,1806.217742
300,9,0.5,0.2,0.7,4,5,2079.579431
300,9,0.5,0.2,0.7,4,10,2085.687807
300,9,0.5,0.2,0.7,4,20,1948.559854
300,9,0.5,0.2,0.9,4,2,2181.332802
300,9,0.5,0.2,0.9,4,5,2578.580754
300,9,0.5,0.2,0.9,4,10,2506.320183
300,9,0.5,0.2,0.9,4,20,2351.794588
300,9,0.5,0.4,0.5,4,2,1366.364904
300,9,0.5,0.4,0.5,4,5,1546.185439
300,9,0.5,0.4,0.5,4,10,1652.579886
300,9,0.5,0.4,0.5,4,20,1531.22704
300,9,0.5,0.4,0.7,4,2,1789.185312
300,9,0.5,0.4,0.7,4,5,2088.625109
300,9,0.5,0.4,0.7,4,10,2173.53289
300,9,0.5,0.4,0.7,4,20,2028.446429
300,9,0.5,0.4,0.9,4,2,2156.448427
300,9,0.5,0.4,0.9,4,5,2592.711212
300,9,0.5,0.4,0.9,4,10,2632.850347
300,9,0.5,0.4,0.9,4,20,2471.4614
300,9,0.5,0.6,0.5,4,2,1371.121929
300,9,0.5,0.6,0.5,4,5,1544.245828
300,9,0.5,0.6,0.5,4,10,1675.611185
300,9,0.5,0.6,0.5,4,20,1549.763762
300,9,0.5,0.6,0.7,4,2,1797.551808
300,9,0.5,0.6,0.7,4,5,2085.12172
300,9,0.5,0.6,0.7,4,10,2213.573076
300,9,0.5,0.6,0.7,4,20,2061.874596
300,9,0.5,0.6,0.9,4,2,2168.907546
300,9,0.5,0.6,0.9,4,5,2587.344523
300,9,0.5,0.6,0.9,4,10,2691.463857
300,9,0.5,0.6,0.9,4,20,2522.232303
300,9,0.75,0.2,0.5,4,2,1751.863442
300,9,0.75,0.2,0.5,4,5,1977.07963
300,9,0.75,0.2,0.5,4,10,2198.073589
300,9,0.75,0.2,0.5,4,20,1917.040853
300,9,0.75,0.2,0.7,4,2,2268.64341
300,9,0.75,0.2,0.7,4,5,2603.773253
300,9,0.75,0.2,0.7,4,10,2744.895936
300,9,0.75,0.2,0.7,4,20,2420.811193
300,9,0.75,0.2,0.9,4,2,2699.014644
300,9,0.75,0.2,0.9,4,5,3153.336809
300,9,0.75,0.2,0.9,4,10,3178.598535
300,9,0.75,0.2,0.9,4,20,2825.879678
300,9,0.75,0.4,0.5,4,2,1736.55704
300,9,0.75,0.4,0.5,4,5,1995.967497
300,9,0.75,0.4,0.5,4,10,2291.03279
300,9,0.75,0.4,0.5,4,20,1995.530713
300,9,0.75,0.4,0.7,4,2,2244.47402
300,9,0.75,0.4,0.7,4,5,2637.858714
300,9,0.75,0.4,0.7,4,10,2895.686828
300,9,0.75,0.4,0.7,4,20,2553.508781
300,9,0.75,0.4,0.9,4,2,2667.859184
300,9,0.75,0.4,0.9,4,5,3204.806127
300,9,0.75,0.4,0.9,4,10,3384.1791
300,9,0.75,0.4,0.9,4,20,3013.941364
300,9,0.75,0.6,0.5,4,2,1738.897795
300,9,0.75,0.6,0.5,4,5,2002.11654
300,9,0.75,0.6,0.5,4,10,2341.110826
300,9,0.75,0.6,0.5,4,20,2035.2311
300,9,0.75,0.6,0.7,4,2,2249.589539
300,9,0.75,0.6,0.7,4,5,2649.334463
300,9,0.75,0.6,0.7,4,10,2978.359382
300,9,0.75,0.6,0.7,4,20,2621.61302
300,9,0.75,0.6,0.9,4,2,2677.222141
300,9,0.75,0.6,0.9,4,5,3222.698443
300,9,0.75,0.6,0.9,4,10,3498.856325
300,9,0.75,0.6,0.9,4,20,3111.949297
300,12,0.25,0.2,0.5,4,2,1657.61181
300,12,0.25,0.2,0.5,4,5,1751.716557
300,12,0.25,0.2,0.5,4,10,1718.593263
300,12,0.25,0.2,0.5,4,20,1650.322429
300,12,0.25,0.2,0.7,4,2,2208.75919
300,12,0.25,0.2,0.7,4,5,2335.715442
300,12,0.25,0.2,0.7,4,10,2255.167194
300,12,0.25,0.2,0.7,4,20,2156.061107
300,12,0.25,0.2,0.9,4,2,2707.503897
300,12,0.25,0.2,0.9,4,5,2867.461465
300,12,0.25,0.2,0.9,4,10,2730.778661
300,12,0.25,0.2,0.9,4,20,2594.704699
300,12,0.25,0.4,0.5,4,2,1621.274473
300,12,0.25,0.4,0.5,4,5,1769.587429
300,12,0.25,0.4,0.5,4,10,1775.00425
300,12,0.25,0.4,0.5,4,20,1707.874468
300,12,0.25,0.4,0.7,4,2,2143.468475
300,12,0.25,0.4,0.7,4,5,2366.363063
300,12,0.25,0.4,0.7,4,10,2350.329091
300,12,0.25,0.4,0.7,4,20,2257.14016
300,12,0.25,0.4,0.9,4,2,2608.290131
300,12,0.25,0.4,0.9,4,5,2911.566688
300,12,0.25,0.4,0.9,4,10,2866.455202
300,12,0.25,0.4,0.9,4,20,2744.561078
300,12,0.25,0.6,0.5,4,2,1612.204836
300,12,0.25,0.6,0.5,4,5,1774.285382
300,12,0.25,0.6,0.5,4,10,1798.360034
300,12,0.25,0.6,0.5,4,20,1730.953477
300,12,0.25,0.6,0.7,4,2,2127.014646
300,12,0.25,0.6,0.7,4,5,2374.217879
300,12,0.25,0.6,0.7,4,10,2390.27401
300,12,0.25,0.6,0.7,4,20,2298.303107
300,12,0.25,0.6,0.9,4,2,2583.070889
300,12,0.25,0.6,0.9,4,5,2922.492464
300,12,0.25,0.6,0.9,4,10,2924.06645
300,12,0.25,0.6,0.9,4,20,2806.503189
300,12,0.5,0.2,0.5,4,2,1784.395884
300,12,0.5,0.2,0.5,4,5,1986.424073
300,12,0.5,0.2,0.5,4,10,1998.907708
300,12,0.5,0.2,0.5,4,20,1849.965936
300,12,0.5,0.2,0.7,4,2,2363.550365
300,12,0.5,0.2,0.7,4,5,2601.776296
300,12,0.5,0.2,0.7,4,10,2561.792869
300,12,0.5,0.2,0.7,4,20,2371.237869
300,12,0.5,0.2,0.9,4,2,2879.582045
300,12,0.5,0.2,0.9,4,5,3143.478961
300,12,0.5,0.2,0.9,4,10,3041.545334
300,12,0.5,0.2,0.9,4,20,2808.251652
300,12,0.5,0.4,0.5,4,2,1745.688705
300,12,0.5,0.4,0.5,4,5,2021.512268
300,12,0.5,0.4,0.5,4,10,2088.160949
300,12,0.5,0.4,0.5,4,20,1931.753018
300,12,0.5,0.4,0.7,4,2,2295.280481
300,12,0.5,0.4,0.7,4,5,2660.503378
300,12,0.5,0.4,0.7,4,10,2705.999178
300,12,0.5,0.4,0.7,4,20,2508.960023
300,12,0.5,0.4,0.9,4,2,2777.872068
300,12,0.5,0.4,0.9,4,5,3225.928257
300,12,0.5,0.4,0.9,4,10,3238.700655
300,12,0.5,0.4,0.9,4,20,3004.132967
300,12,0.5,0.6,0.5,4,2,1735.350981
300,12,0.5,0.6,0.5,4,5,2035.795322
300,12,0.5,0.6,0.5,4,10,2130.232905
300,12,0.5,0.6,0.5,4,20,1968.077672
300,12,0.5,0.6,0.7,4,2,2277.023512
300,12,0.5,0.6,0.7,4,5,2684.669039
300,12,0.5,0.6,0.7,4,10,2775.259409
300,12,0.5,0.6,0.7,4,20,2571.213408
300,12,0.5,0.6,0.9,4,2,2750.659982
300,12,0.5,0.6,0.9,4,5,3260.177528
300,12,0.5,0.6,0.9,4,10,3334.89838
300,12,0.5,0.6,0.9,4,20,3094.129152
300,12,0.75,0.2,0.5,4,2,2134.588258
300,12,0.75,0.2,0.5,4,5,2556.951707
300,12,0.75,0.2,0.5,4,10,2643.52191
300,12,0.75,0.2,0.5,4,20,2302.631701
300,12,0.75,0.2,0.7,4,2,2790.992689
300,12,0.75,0.2,0.7,4,5,3222.339067
300,12,0.75,0.2,0.7,4,10,3229.937527
300,12,0.75,0.2,0.7,4,20,2828.632951
300,12,0.75,0.2,0.9,4,2,3351.886207
300,12,0.75,0.2,0.9,4,5,3764.207905
300,12,0.75,0.2,0.9,4,10,3690.447493
300,12,0.75,0.2,0.9,4,20,3239.019596
300,12,0.75,0.4,0.5,4,2,2091.522812
300,12,0.75,0.4,0.5,4,5,2628.836509
300,12,0.75,0.4,0.5,4,10,2794.029612
300,12,0.75,0.4,0.5,4,20,2430.486218
300,12,0.75,0.4,0.7,4,2,2718.10065
300,12,0.75,0.4,0.7,4,5,3336.734258
300,12,0.75,0.4,0.7,4,10,3456.479885
300,12,0.75,0.4,0.7,4,20,3028.076641
300,12,0.75,0.4,0.9,4,2,3248.397565
300,12,0.75,0.4,0.9,4,5,3916.334355
300,12,0.75,0.4,0.9,4,10,3979.857726
300,12,0.75,0.4,0.9,4,20,3502.153719
300,12,0.75,0.6,0.5,4,2,2076.879333
300,12,0.75,0.6,0.5,4,5,2667.177987
300,12,0.75,0.6,0.5,4,10,2877.80315
300,12,0.75,0.6,0.5,4,20,2498.136812
300,12,0.75,0.6,0.7,4,2,2693.922771
300,12,0.75,0.6,0.7,4,5,3399.095901
300,12,0.75,0.6,0.7,4,10,3584.843129
300,12,0.75,0.6,0.7,4,20,3135.227253
300,12,0.75,0.6,0.9,4,2,3215.152917
300,12,0.75,0.6,0.9,4,5,4001.172593
300,12,0.75,0.6,0.9,4,10,4146.140198
300,12,0.75,0.6,0.9,4,20,3645.219145
600,6,0.25,0.2,0.5,4,2,1606.842963
600,6,0.25,0.2,0.5,4,5,1754.179819
600,6,0.25,0.2,0.5,4,10,1765.598641
600,6,0.25,0.2,0.5,4,20,1695.270699
600,6,0.25,0.2,0.7,4,2,2118.110728
600,6,0.25,0.2,0.7,4,5,2338.401791
600,6,0.25,0.2,0.7,4,10,2330.764313
600,6,0.25,0.2,0.7,4,20,2235.034887
600,6,0.25,0.2,0.9,4,2,2570.560927
600,6,0.25,0.2,0.9,4,5,2868.584112
600,6,0.25,0.2,0.9,4,10,2834.687988
600,6,0.25,0.2,0.9,4,20,2711.775807
600,6,0.25,0.4,0.5,4,2,1596.583445
600,6,0.25,0.4,0.5,4,5,1760.695992
600,6,0.25,0.4,0.5,4,10,1802.040291
600,6,0.25,0.4,0.5,4,20,1730.407381
600,6,0.25,0.4,0.7,4,2,2099.385248
600,6,0.25,0.4,0.7,4,5,2349.138775
600,6,0.25,0.4,0.7,4,10,2392.948898
600,6,0.25,0.4,0.7,4,20,2297.59532
600,6,0.25,0.4,0.9,4,2,2541.708909
600,6,0.25,0.4,0.9,4,5,2883.288104
600,6,0.25,0.4,0.9,4,10,2924.239054
600,6,0.25,0.4,0.9,4,20,2805.798538
600,6,0.25,0.6,0.5,4,2,1601.454702
600,6,0.25,0.6,0.5,4,5,1761.866236
600,6,0.25,0.6,0.5,4,10,1815.634278
600,6,0.25,0.6,0.5,4,20,1742.747289
600,6,0.25,0.6,0.7,4,2,2107.592422
600,6,0.25,0.6,0.7,4,5,2350.752719
600,6,0.25,0.6,0.7,4,10,2416.518135
600,6,0.25,0.6,0.7,4,20,2319.960671
600,6,0.25,0.6,0.9,4,2,2553.399456
600,6,0.25,0.6,0.9,4,5,2884.945188
600,6,0.25,0.6,0.9,4,10,2958.700072
600,6,0.25,0.6,0.9,4,20,2839.999362
600,6,0.5,0.2,0.5,4,2,1730.359951
600,6,0.5,0.2,0.5,4,5,2004.828706
600,6,0.5,0.2,0.5,4,10,2078.17775
600,6,0.5,0.2,0.5,4,20,1918.259105
600,6,0.5,0.2,0.7,4,2,2268.700152
600,6,0.5,0.2,0.7,4,5,2631.14326
600,6,0.5,0.2,0.7,4,10,2685.520346
600,6,0.5,0.2,0.7,4,20,2486.07654
600,6,0.5,0.2,0.9,4,2,2738.871946
600,6,0.5,0.2,0.9,4,5,3182.024347
600,6,0.5,0.2,0.9,4,10,3206.251436
600,6,0.5,0.2,0.9,4,20,2971.162607
600,6,0.5,0.4,0.5,4,2,1718.414223
600,6,0.5,0.4,0.5,4,5,2026.861042
600,6,0.5,0.4,0.5,4,10,2145.692934
600,6,0.5,0.4,0.5,4,20,1975.058099
600,6,0.5,0.4,0.7,4,2,2247.587216
600,6,0.5,0.4,0.7,4,5,2668.334145
600,6,0.5,0.4,0.7,4,10,2796.654212
600,6,0.5,0.4,0.7,4,20,2583.465727
600,6,0.5,0.4,0.9,4,2,2707.380397
600,6,0.5,0.4,0.9,4,5,3234.688008
600,6,0.5,0.4,0.9,4,10,3360.748947
600,6,0.5,0.4,0.9,4,20,3112.112917
600,6,0.5,0.6,0.5,4,2,1723.596827
600,6,0.5,0.6,0.5,4,5,2035.568601
600,6,0.5,0.6,0.5,4,10,2175.008471
600,6,0.5,0.6,0.5,4,20,1998.223038
600,6,0.5,0.6,0.7,4,2,2256.410687
600,6,0.5,0.6,0.7,4,5,2683.075664
600,6,0.5,0.6,0.7,4,10,2846.023624
600,6,0.5,0.6,0.7,4,20,2624.07727
600,6,0.5,0.6,0.9,4,2,2720.110383
600,6,0.5,0.6,0.9,4,5,3255.613967
600,6,0.5,0.6,0.9,4,10,3430.895845
600,6,0.5,0.6,0.9,4,20,3172.174091
600,6,0.75,0.2,0.5,4,2,2073.669286
600,6,0.75,0.2,0.5,4,5,2609.853452
600,6,0.75,0.2,0.5,4,10,2783.083065
600,6,0.75,0.2,0.5,4,20,2415.904918
600,6,0.75,0.2,0.7,4,2,2688.157595
600,6,0.75,0.2,0.7,4,5,3305.776264
600,6,0.75,0.2,0.7,4,10,3435.345826
600,6,0.75,0.2,0.7,4,20,3005.314458
600,6,0.75,0.2,0.9,4,2,3206.223682
600,6,0.75,0.2,0.9,4,5,3873.02654
600,6,0.75,0.2,0.9,4,10,3948.370296
600,6,0.75,0.2,0.9,4,20,3471.328842
600,6,0.75,0.4,0.5,4,2,2054.585708
600,6,0.75,0.4,0.5,4,5,2672.504578
600,6,0.75,0.4,0.5,4,10,2923.010945
600,6,0.75,0.4,0.5,4,20,2526.80705
600,6,0.75,0.4,0.7,4,2,2656.988169
600,6,0.75,0.4,0.7,4,5,3407.923569
600,6,0.75,0.4,0.7,4,10,3650.162384
600,6,0.75,0.4,0.7,4,20,3181.620526
600,6,0.75,0.4,0.9,4,2,3163.859684
600,6,0.75,0.4,0.9,4,5,4012.640984
600,6,0.75,0.4,0.9,4,10,4227.570406
600,6,0.75,0.4,0.9,4,20,3707.817773
600,6,0.75,0.6,0.5,4,2,2057.102717
600,6,0.75,0.6,0.5,4,5,2704.202255
600,6,0.75,0.6,0.5,4,10,2996.108203
600,6,0.75,0.6,0.5,4,20,2583.144493
600,6,0.75,0.6,0.7,4,2,2661.961563
600,6,0.75,0.6,0.7,4,5,3460.697594
600,6,0.75,0.6,0.7,4,10,3765.455563
600,6,0.75,0.6,0.7,4,20,3273.730332
600,6,0.75,0.6,0.9,4,2,3172.267213
600,6,0.75,0.6,0.9,4,5,4086.435402
600,6,0.75,0.6,0.9,4,10,4381.244842
600,6,0.75,0.6,0.9,4,20,3834.742738
600,9,0.25,0.2,0.5,4,2,2450.186779
600,9,0.25,0.2,0.5,4,5,2521.880153
600,9,0.25,0.2,0.5,4,10,2430.116608
600,9,0.25,0.2,0.5,4,20,2326.465852
600,9,0.25,0.2,0.7,4,2,3273.446823
600,9,0.25,0.2,0.7,4,5,3337.203558
600,9,0.25,0.2,0.7,4,10,3133.11581
600,9,0.25,0.2,0.7,4,20,2985.165305
600,9,0.25,0.2,0.9,4,2,4023.715035
600,9,0.25,0.2,0.9,4,5,4064.815518
600,9,0.25,0.2,0.9,4,10,3737.35654
600,9,0.25,0.2,0.9,4,20,3536.700291
600,9,0.25,0.4,0.5,4,2,2384.101332
600,9,0.25,0.4,0.5,4,5,2530.897908
600,9,0.25,0.4,0.5,4,10,2512.176726
600,9,0.25,0.4,0.5,4,20,2410.346706
600,9,0.25,0.4,0.7,4,2,3154.48472
600,9,0.25,0.4,0.7,4,5,3350.846505
600,9,0.25,0.4,0.7,4,10,3262.04064
600,9,0.25,0.4,0.7,4,20,3125.753723
600,9,0.25,0.4,0.9,4,2,3842.495905
600,9,0.25,0.4,0.9,4,5,4081.687851
600,9,0.25,0.4,0.9,4,10,3909.498342
600,9,0.25,0.4,0.9,4,20,3736.563483
600,9,0.25,0.6,0.5,4,2,2357.995704
600,9,0.25,0.6,0.5,4,5,2527.85215
600,9,0.25,0.6,0.5,4,10,2547.2034
600,9,0.25,0.6,0.5,4,20,2445.130913
600,9,0.25,0.6,0.7,4,2,3107.74035
600,9,0.25,0.6,0.7,4,5,3344.64239
600,9,0.25,0.6,0.7,4,10,3318.315135
600,9,0.25,0.6,0.7,4,20,3185.251036
600,9,0.25,0.6,0.9,4,2,3771.649236
600,9,0.25,0.6,0.9,4,5,4071.16749
600,9,0.25,0.6,0.9,4,10,3985.999583
600,9,0.25,0.6,0.9,4,20,3822.676374
600,9,0.5,0.2,0.5,4,2,2555.069334
600,9,0.5,0.2,0.5,4,5,2775.323711
600,9,0.5,0.2,0.5,4,10,2768.499261
600,9,0.5,0.2,0.5,4,20,2566.690951
600,9,0.5,0.2,0.7,4,2,3398.741542
600,9,0.5,0.2,0.7,4,5,3617.475661
600,9,0.5,0.2,0.7,4,10,3480.553779
600,9,0.5,0.2,0.7,4,20,3226.377493
600,9,0.5,0.2,0.9,4,2,4159.789789
600,9,0.5,0.2,0.9,4,5,4349.479214
600,9,0.5,0.2,0.9,4,10,4071.087938
600,9,0.5,0.2,0.9,4,20,3761.389346
600,9,0.5,0.4,0.5,4,2,2487.191224
600,9,0.5,0.4,0.5,4,5,2805.508809
600,9,0.5,0.4,0.5,4,10,2902.331226
600,9,0.5,0.4,0.5,4,20,2687.443333
600,9,0.5,0.4,0.7,4,2,3277.729305
600,9,0.5,0.4,0.7,4,5,3664.418789
600,9,0.5,0.4,0.7,4,10,3679.198202
600,9,0.5,0.4,0.7,4,20,3417.425309
600,9,0.5,0.4,0.9,4,2,3977.254318
600,9,0.5,0.4,0.9,4,5,4410.276619
600,9,0.5,0.4,0.9,4,10,4323.213216
600,9,0.5,0.4,0.9,4,20,4019.07708
600,9,0.5,0.6,0.5,4,2,2460.186868
600,9,0.5,0.6,0.5,4,5,2812.976978
600,9,0.5,0.6,0.5,4,10,2966.870282
600,9,0.5,0.6,0.5,4,20,2743.327659
600,9,0.5,0.6,0.7,4,2,3229.824975
600,9,0.5,0.6,0.7,4,5,3675.508471
600,9,0.5,0.6,0.7,4,10,3777.809888
600,9,0.5,0.6,0.7,4,20,3508.108059
600,9,0.5,0.6,0.9,4,2,3905.319057
600,9,0.5,0.6,0.9,4,5,4423.665059
600,9,0.5,0.6,0.9,4,10,4451.240363
600,9,0.5,0.6,0.9,4,20,4143.933889
600,9,0.75,0.2,0.5,4,2,2846.94569
600,9,0.75,0.2,0.5,4,5,3362.366937
600,9,0.75,0.2,0.5,4,10,3480.230654
600,9,0.75,0.2,0.5,4,20,3062.06469
600,9,0.75,0.2,0.7,4,2,3747.906656
600,9,0.75,0.2,0.7,4,5,4231.309245
600,9,0.75,0.2,0.7,4,10,4165.767925
600,9,0.75,0.2,0.7,4,20,3684.669143
600,9,0.75,0.2,0.9,4,2,4536.777061
600,9,0.75,0.2,0.9,4,5,4943.555624
600,9,0.75,0.2,0.9,4,10,4699.872191
600,9,0.75,0.2,0.9,4,20,4163.557156
600,9,0.75,0.4,0.5,4,2,2775.111967
600,9,0.75,0.4,0.5,4,5,3444.687967
600,9,0.75,0.4,0.5,4,10,3712.936938
600,9,0.75,0.4,0.5,4,20,3257.1513
600,9,0.75,0.4,0.7,4,2,3623.229872
600,9,0.75,0.4,0.7,4,5,4353.050495
600,9,0.75,0.4,0.7,4,10,4479.389642
600,9,0.75,0.4,0.7,4,20,3962.079181
600,9,0.75,0.4,0.9,4,2,4354.181134
600,9,0.75,0.4,0.9,4,5,5093.933882
600,9,0.75,0.4,0.9,4,10,5066.909628
600,9,0.75,0.4,0.9,4,20,4504.664348
600,9,0.75,0.6,0.5,4,2,2744.123452
600,9,0.75,0.6,0.5,4,5,3483.163936
600,9,0.75,0.6,0.5,4,10,3844.17416
600,9,0.75,0.6,0.5,4,20,3364.711613
600,9,0.75,0.6,0.7,4,2,3570.033333
600,9,0.75,0.6,0.7,4,5,4411.048226
600,9,0.75,0.6,0.7,4,10,4661.433669
600,9,0.75,0.6,0.7,4,20,4119.18491
600,9,0.75,0.6,0.9,4,2,4277.129756
600,9,0.75,0.6,0.9,4,5,5166.760842
600,9,0.75,0.6,0.9,4,10,5284.283508
600,9,0.75,0.6,0.9,4,20,4701.209461
600,12,0.25,0.2,0.5,4,2,3125.13947
600,12,0.25,0.2,0.5,4,5,3173.277011
600,12,0.25,0.2,0.5,4,10,3010.342356
600,12,0.25,0.2,0.5,4,20,2863.688957
600,12,0.25,0.2,0.7,4,2,4090.579409
600,12,0.25,0.2,0.7,4,5,4126.476475
600,12,0.25,0.2,0.7,4,10,3821.757179
600,12,0.25,0.2,0.7,4,20,3591.299957
600,12,0.25,0.2,0.9,4,2,4938.919152
600,12,0.25,0.2,0.9,4,5,4946.381562
600,12,0.25,0.2,0.9,4,10,4502.091084
600,12,0.25,0.2,0.9,4,20,4173.996358
600,12,0.25,0.4,0.5,4,2,3071.211354
600,12,0.25,0.4,0.5,4,5,3193.876151
600,12,0.25,0.4,0.5,4,10,3126.93606
600,12,0.25,0.4,0.5,4,20,3004.273521
600,12,0.25,0.4,0.7,4,2,3990.980813
600,12,0.25,0.4,0.7,4,5,4157.072605
600,12,0.25,0.4,0.7,4,10,3994.548118
600,12,0.25,0.4,0.7,4,20,3815.720307
600,12,0.25,0.4,0.9,4,2,4783.531567
600,12,0.25,0.4,0.9,4,5,4984.199765
600,12,0.25,0.4,0.9,4,10,4721.649033
600,12,0.25,0.4,0.9,4,20,4480.040697
600,12,0.25,0.6,0.5,4,2,3051.384208
600,12,0.25,0.6,0.5,4,5,3194.517159
600,12,0.25,0.6,0.5,4,10,3178.094856
600,12,0.25,0.6,0.5,4,20,3064.984209
600,12,0.25,0.6,0.7,4,2,3953.946133
600,12,0.25,0.6,0.7,4,5,4156.676516
600,12,0.25,0.6,0.7,4,10,4071.736451
600,12,0.25,0.6,0.7,4,20,3914.655833
600,12,0.25,0.6,0.9,4,2,4725.182963
600,12,0.25,0.6,0.9,4,5,4981.493888
600,12,0.25,0.6,0.9,4,10,4820.620097
600,12,0.25,0.6,0.9,4,20,4617.130197
600,12,0.5,0.2,0.5,4,2,3308.141924
600,12,0.5,0.2,0.5,4,5,3429.978403
600,12,0.5,0.2,0.5,4,10,3340.319733
600,12,0.5,0.2,0.5,4,20,3096.189271
600,12,0.5,0.2,0.7,4,2,4287.11434
600,12,0.5,0.2,0.7,4,5,4388.75329
600,12,0.5,0.2,0.7,4,10,4138.356106
600,12,0.5,0.2,0.7,4,20,3804.937065
600,12,0.5,0.2,0.9,4,2,5131.336415
600,12,0.5,0.2,0.9,4,5,5192.644572
600,12,0.5,0.2,0.9,4,10,4789.601511
600,12,0.5,0.2,0.9,4,20,4358.954104
600,12,0.5,0.4,0.5,4,2,3262.118271
600,12,0.5,0.4,0.5,4,5,3477.24139
600,12,0.5,0.4,0.5,4,10,3516.503819
600,12,0.5,0.4,0.5,4,20,3281.720747
600,12,0.5,0.4,0.7,4,2,4200.964301
600,12,0.5,0.4,0.7,4,5,4457.309486
600,12,0.5,0.4,0.7,4,10,4382.456287
600,12,0.5,0.4,0.7,4,20,4082.445913
600,12,0.5,0.4,0.9,4,2,4995.291363
600,12,0.5,0.4,0.9,4,5,5275.857557
600,12,0.5,0.4,0.9,4,10,5082.675469
600,12,0.5,0.4,0.9,4,20,4717.714476
600,12,0.5,0.6,0.5,4,2,3246.752878
600,12,0.5,0.6,0.5,4,5,3492.515665
600,12,0.5,0.6,0.5,4,10,3604.101269
600,12,0.5,0.6,0.5,4,20,3370.485774
600,12,0.5,0.6,0.7,4,2,4171.290844
600,12,0.5,0.6,0.7,4,5,4479.08877
600,12,0.5,0.6,0.7,4,10,4506.688686
600,12,0.5,0.6,0.7,4,20,4218.089029
600,12,0.5,0.6,0.9,4,2,4947.236526
600,12,0.5,0.6,0.9,4,5,5301.431308
600,12,0.5,0.6,0.9,4,10,5233.580305
600,12,0.5,0.6,0.9,4,20,4895.326515
600,12,0.75,0.2,0.5,4,2,3776.801624
600,12,0.75,0.2,0.5,4,5,4008.850806
600,12,0.75,0.2,0.5,4,10,4010.607757
600,12,0.75,0.2,0.5,4,20,3553.128694
600,12,0.75,0.2,0.7,4,2,4777.467714
600,12,0.75,0.2,0.7,4,5,4946.406906
600,12,0.75,0.2,0.7,4,10,4745.81589
600,12,0.75,0.2,0.7,4,20,4195.817621
600,12,0.75,0.2,0.9,4,2,5598.741763
600,12,0.75,0.2,0.9,4,5,5692.069251
600,12,0.75,0.2,0.9,4,10,5322.626859
600,12,0.75,0.2,0.9,4,20,4684.075998
600,12,0.75,0.4,0.5,4,2,3755.590061
600,12,0.75,0.4,0.5,4,5,4114.948288
600,12,0.75,0.4,0.5,4,10,4287.439018
600,12,0.75,0.4,0.5,4,20,3815.471626
600,12,0.75,0.4,0.7,4,2,4731.818468
600,12,0.75,0.4,0.7,4,5,5089.765581
600,12,0.75,0.4,0.7,4,10,5091.33771
600,12,0.75,0.4,0.7,4,20,4546.419807
600,12,0.75,0.4,0.9,4,2,5518.089306
600,12,0.75,0.4,0.9,4,5,5854.997477
600,12,0.75,0.4,0.9,4,10,5704.797557
600,12,0.75,0.4,0.9,4,20,5100.614227
600,12,0.75,0.6,0.5,4,2,3752.361828
600,12,0.75,0.6,0.5,4,5,4168.210429
