Time (s),Speed (m/s),Sticking C,k,killRate,Mode,Row spacing (m,Kill Total
600,12,0.25,0.2,0.5,5,0,2994.449808
600,12,0.25,0.2,0.5,5,0,3000.412635
600,12,0.25,0.2,0.5,5,0,3009.6736
600,12,0.25,0.2,0.5,5,0,2994.449808
600,12,0.25,0.2,0.5,5,0,3000.728709
600,12,0.25,0.2,0.5,5,0,3004.514642
600,12,0.25,0.2,0.5,5,0,3013.299593
600,12,0.25,0.2,0.5,5,0,3005.506027
600,12,0.25,0.2,0.7,5,0,4244.294428
600,12,0.25,0.2,0.7,5,0,4194.704215
600,12,0.25,0.2,0.7,5,0,4281.303784
600,12,0.25,0.2,0.7,5,0,4292.795775
600,12,0.25,0.2,0.7,5,0,4229.545901
600,12,0.25,0.2,0.7,5,0,4244.328769
600,12,0.25,0.2,0.7,5,0,4244.408172
600,12,0.25,0.2,0.7,5,0,4300.667504
600,12,0.25,0.2,0.7,5,0,4121.320701
600,12,0.25,0.2,0.7,5,0,4178.539922
600,12,0.25,0.2,0.7,5,0,4281.54484
600,12,0.25,0.2,0.7,5,0,4230.031073
600,12,0.25,0.2,0.7,5,0,4121.320701
600,12,0.25,0.2,0.7,5,0,4200.253652
600,12,0.25,0.2,0.7,5,0,4267.852816
600,12,0.25,0.2,0.7,5,0,4293.09543
600,12,0.25,0.2,0.7,5,0,4264.742492
600,12,0.25,0.2,0.7,5,0,4257.386329
600,12,0.25,0.2,0.7,5,0,4182.006047
600,12,0.25,0.2,0.7,5,0,4294.6752
600,12,0.25,0.2,0.9,5,0,5322.744472
600,12,0.25,0.2,0.9,5,0,5296.075331
600,12,0.25,0.2,0.9,5,0,5239.834758
600,12,0.25,0.2,0.9,5,0,5273.487615
600,12,0.25,0.2,0.9,5,0,5347.671696
600,12,0.25,0.2,0.9,5,0,5239.834758
600,12,0.25,0.2,0.9,5,0,5217.681682
600,12,0.25,0.2,0.9,5,0,5192.004476
600,12,0.25,0.2,0.9,5,0,5273.894689
600,12,0.25,0.2,0.9,5,0,5268.267823
600,12,0.25,0.2,0.9,5,0,5273.487615
600,12,0.25,0.2,0.9,5,0,5273.487615
600,12,0.25,0.2,0.9,5,0,5191.988244
600,12,0.25,0.2,0.9,5,0,5273.487615
600,12,0.25,0.2,0.9,5,0,5207.47746
600,12,0.25,0.2,0.9,5,0,5239.834758
600,12,0.25,0.2,0.9,5,0,5279.349288
600,12,0.25,0.2,0.9,5,0,5249.620685
600,12,0.25,0.2,0.9,5,0,5270.298334
600,12,0.25,0.2,0.9,5,0,5191.988244
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.5,5,0,2293.122005
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.7,5,0,2528.771621
600,12,0.25,0.4,0.9,5,0,5001.294806
600,12,0.25,0.4,0.9,5,0,5006.319307
600,12,0.25,0.4,0.9,5,0,5121.586994
600,12,0.25,0.4,0.9,5,0,5001.294806
600,12,0.25,0.4,0.9,5,0,5239.805151
600,12,0.25,0.4,0.9,5,0,4923.499825
600,12,0.25,0.4,0.9,5,0,5287.072876
600,12,0.25,0.4,0.9,5,0,5001.294806
600,12,0.25,0.4,0.9,5,0,4923.499825
600,12,0.25,0.4,0.9,5,0,5153.73996
600,12,0.25,0.4,0.9,5,0,5123.12772
600,12,0.25,0.4,0.9,5,0,5097.814076
600,12,0.25,0.4,0.9,5,0,4931.442481
600,12,0.25,0.4,0.9,5,0,5270.318523
600,12,0.25,0.4,0.9,5,0,5001.294806
600,12,0.25,0.4,0.9,5,0,5001.294806
600,12,0.25,0.4,0.9,5,0,4923.499825
600,12,0.25,0.4,0.9,5,0,5012.860015
600,12,0.25,0.4,0.9,5,0,5001.294806
600,12,0.25,0.4,0.9,5,0,4961.178056
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.5,5,0,2680.771126
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.7,5,0,2876.253835
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.25,0.6,0.9,5,0,2990.467891
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.5,5,0,2381.978092
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.7,5,0,2769.037886
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.2,0.9,5,0,4208.698304
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.5,5,0,2725.429033
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.7,5,0,3086.367617
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.4,0.9,5,0,3319.11563
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.5,5,0,3210.552501
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.7,5,0,3518.417565
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.5,0.6,0.9,5,0,3704.584247
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.5,5,0,2576.13547
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.7,5,0,3045.429605
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.2,0.9,5,0,3375.749023
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.5,5,0,2977.943852
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.7,5,0,3427.167563
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.4,0.9,5,0,3726.065262
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.5,5,0,3540.942528
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.7,5,0,3934.17114
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
600,12,0.75,0.6,0.9,5,0,4177.743083
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
300,6,0.25,0.2,0.5,6,0,1476.278266
