Time,Speed,Sigma,Kill Rate,Mode,Row Spacing,Transition,Result
300,9,19.8,0.5,1,1.98,0.4,1969.8
300,9,19.8,0.5,1,1.98,0.6,1969.5
300,9,19.8,0.5,1,4.95,0.2,991.63
300,9,19.8,0.5,1,4.95,0.4,991.59
300,9,19.8,0.5,1,4.95,0.6,991.56
300,9,19.8,0.5,1,9.9,0.2,669.93
300,9,19.8,0.5,1,9.9,0.4,669.97
300,9,19.8,0.5,1,9.9,0.6,670.01
300,9,19.8,0.5,1,19.8,0.2,714.06
300,9,19.8,0.5,1,19.8,0.4,715.78
300,9,19.8,0.5,1,19.8,0.6,717.36
300,9,19.8,0.7,1,1.98,0.2,2628
300,9,19.8,0.7,1,1.98,0.4,2627.6
300,9,19.8,0.7,1,1.98,0.6,2627.1
300,9,19.8,0.7,1,4.95,0.2,1369.3
300,9,19.8,0.7,1,4.95,0.4,1369.2
300,9,19.8,0.7,1,4.95,0.6,1369.2
300,9,19.8,0.7,1,9.9,0.2,926.87
300,9,19.8,0.7,1,9.9,0.4,926.94
300,9,19.8,0.7,1,9.9,0.6,927.01
300,9,19.8,0.7,1,19.8,0.2,976.98
300,9,19.8,0.7,1,19.8,0.4,980.25
300,9,19.8,0.7,1,19.8,0.6,983.29
300,9,19.8,0.9,1,1.98,0.2,3225.6
300,9,19.8,0.9,1,1.98,0.4,3224.8
300,9,19.8,0.9,1,1.98,0.6,3224.2
300,9,19.8,0.9,1,4.95,0.2,1736.8
300,9,19.8,0.9,1,4.95,0.4,1736.7
300,9,19.8,0.9,1,4.95,0.6,1736.6
300,9,19.8,0.9,1,9.9,0.2,1177.9
300,9,19.8,0.9,1,9.9,0.4,1178
300,9,19.8,0.9,1,9.9,0.6,1178.1
300,9,19.8,0.9,1,19.8,0.2,1227.8
300,9,19.8,0.9,1,19.8,0.4,1233
300,9,19.8,0.9,1,19.8,0.6,1237.9
300,9,49.5,0.5,1,1.98,0.2,1396.5
300,9,49.5,0.5,1,1.98,0.4,1396.4
300,9,49.5,0.5,1,1.98,0.6,1396.3
300,9,49.5,0.5,1,4.95,0.2,1177.1
300,9,49.5,0.5,1,4.95,0.4,1177
300,9,49.5,0.5,1,4.95,0.6,1177
300,9,49.5,0.5,1,9.9,0.2,1091.8
300,9,49.5,0.5,1,9.9,0.4,1091.8
300,9,49.5,0.5,1,9.9,0.6,1091.8
300,9,49.5,0.5,1,19.8,0.2,1092.4
300,9,49.5,0.5,1,19.8,0.4,1093.1
300,9,49.5,0.5,1,19.8,0.6,1093.7
300,9,49.5,0.7,1,1.98,0.2,1868.1
300,9,49.5,0.7,1,1.98,0.4,1867.9
300,9,49.5,0.7,1,1.98,0.6,1867.7
300,9,49.5,0.7,1,4.95,0.2,1606.4
300,9,49.5,0.7,1,4.95,0.4,1606.4
300,9,49.5,0.7,1,4.95,0.6,1606.3
300,9,49.5,0.7,1,9.9,0.2,1484.6
300,9,49.5,0.7,1,9.9,0.4,1484.6
300,9,49.5,0.7,1,9.9,0.6,1484.6
300,9,49.5,0.7,1,19.8,0.2,1480.2
300,9,49.5,0.7,1,19.8,0.4,1481.5
300,9,49.5,0.7,1,19.8,0.6,1482.7
300,9,49.5,0.9,1,1.98,0.2,2298.9
300,9,49.5,0.9,1,1.98,0.4,2298.6
300,9,49.5,0.9,1,1.98,0.6,2298.3
300,9,49.5,0.9,1,4.95,0.2,2014.7
300,9,49.5,0.9,1,4.95,0.4,2014.6
300,9,49.5,0.9,1,4.95,0.6,2014.5
300,9,49.5,0.9,1,9.9,0.2,1855.4
300,9,49.5,0.9,1,9.9,0.4,1855.4
300,9,49.5,0.9,1,9.9,0.6,1855.4
300,9,49.5,0.9,1,19.8,0.2,1842.9
300,9,49.5,0.9,1,19.8,0.4,1845.1
300,9,49.5,0.9,1,19.8,0.6,1847
300,12,4.95,0.5,1,1.98,0.2,2295.7
300,12,4.95,0.5,1,1.98,0.4,2295
300,12,4.95,0.5,1,1.98,0.6,2294.4
300,12,4.95,0.5,1,4.95,0.2,951.86
300,12,4.95,0.5,1,4.95,0.4,951.72
300,12,4.95,0.5,1,4.95,0.6,951.59
300,12,4.95,0.5,1,9.9,0.2,689.93
300,12,4.95,0.5,1,9.9,0.4,689.95
300,12,4.95,0.5,1,9.9,0.6,690
300,12,4.95,0.5,1,19.8,0.2,213.26
300,12,4.95,0.5,1,19.8,0.4,213.83
300,12,4.95,0.5,1,19.8,0.6,214.39
300,12,4.95,0.7,1,1.98,0.2,3129.2
300,12,4.95,0.7,1,1.98,0.4,3127.9
300,12,4.95,0.7,1,1.98,0.6,3126.7
300,12,4.95,0.7,1,4.95,0.2,1329.4
300,12,4.95,0.7,1,4.95,0.4,1329.1
300,12,4.95,0.7,1,4.95,0.6,1328.9
300,12,4.95,0.7,1,9.9,0.2,947.63
300,12,4.95,0.7,1,9.9,0.4,947.67
300,12,4.95,0.7,1,9.9,0.6,947.77
300,12,4.95,0.7,1,19.8,0.2,297.13
300,12,4.95,0.7,1,19.8,0.4,298.23
300,12,4.95,0.7,1,19.8,0.6,299.31
300,12,4.95,0.9,1,1.98,0.2,3919.2
300,12,4.95,0.9,1,1.98,0.4,3917.2
300,12,4.95,0.9,1,1.98,0.6,3915.2
300,12,4.95,0.9,1,4.95,0.2,1705.2
300,12,4.95,0.9,1,4.95,0.4,1704.7
300,12,4.95,0.9,1,4.95,0.6,1704.3
300,12,4.95,0.9,1,9.9,0.2,1195.4
300,12,4.95,0.9,1,9.9,0.4,1195.5
300,12,4.95,0.9,1,9.9,0.6,1195.7
300,12,4.95,0.9,1,19.8,0.2,380.22
300,12,4.95,0.9,1,19.8,0.4,382.02
300,12,4.95,0.9,1,19.8,0.6,383.78
300,12,9.9,0.5,1,1.98,0.2,2232.5
300,12,9.9,0.5,1,1.98,0.4,2232.1
300,12,9.9,0.5,1,1.98,0.6,2231.7
300,12,9.9,0.5,1,4.95,0.2,974.16
300,12,9.9,0.5,1,4.95,0.4,974.09
300,12,9.9,0.5,1,4.95,0.6,974.02
300,12,9.9,0.5,1,9.9,0.2,1217.6
300,12,9.9,0.5,1,9.9,0.4,1217.6
300,12,9.9,0.5,1,9.9,0.6,1217.7
300,12,9.9,0.5,1,19.8,0.2,565.09
300,12,9.9,0.5,1,19.8,0.4,568.31
300,12,9.9,0.5,1,19.8,0.6,571.49
300,12,9.9,0.7,1,1.98,0.2,3005.3
300,12,9.9,0.7,1,1.98,0.4,3004.6
300,12,9.9,0.7,1,1.98,0.6,3003.9
300,12,9.9,0.7,1,4.95,0.2,1357.2
300,12,9.9,0.7,1,4.95,0.4,1357
300,12,9.9,0.7,1,4.95,0.6,1356.9
300,12,9.9,0.7,1,9.9,0.2,1660.2
300,12,9.9,0.7,1,9.9,0.4,1660.3
300,12,9.9,0.7,1,9.9,0.6,1660.4
300,12,9.9,0.7,1,19.8,0.2,767.16
300,12,9.9,0.7,1,19.8,0.4,773.34
300,12,9.9,0.7,1,19.8,0.6,779.44
300,12,9.9,0.9,1,1.98,0.2,3720.2
300,12,9.9,0.9,1,1.98,0.4,3719
300,12,9.9,0.9,1,1.98,0.6,3717.9
300,12,9.9,0.9,1,4.95,0.2,1736.4
300,12,9.9,0.9,1,4.95,0.4,1736.2
300,12,9.9,0.9,1,4.95,0.6,1736
300,12,9.9,0.9,1,9.9,0.2,2078.8
300,12,9.9,0.9,1,9.9,0.4,2079
300,12,9.9,0.9,1,9.9,0.6,2079.3
300,12,9.9,0.9,1,19.8,0.2,956.61
300,12,9.9,0.9,1,19.8,0.4,966.62
300,12,9.9,0.9,1,19.8,0.6,976.5
300,12,19.8,0.5,1,1.98,0.2,2103.8
300,12,19.8,0.5,1,1.98,0.4,2103.5
300,12,19.8,0.5,1,1.98,0.6,2103.3
300,12,19.8,0.5,1,4.95,0.2,1051.4
300,12,19.8,0.5,1,4.95,0.4,1051.4
300,12,19.8,0.5,1,4.95,0.6,1051.3
300,12,19.8,0.5,1,9.9,0.2,1361.6
300,12,19.8,0.5,1,9.9,0.4,1361.7
300,12,19.8,0.5,1,9.9,0.6,1361.7
300,12,19.8,0.5,1,19.8,0.2,1076.5
300,12,19.8,0.5,1,19.8,0.4,1078.5
300,12,19.8,0.5,1,19.8,0.6,1080.5
300,12,19.8,0.7,1,1.98,0.2,2810.1
300,12,19.8,0.7,1,1.98,0.4,2809.7
300,12,19.8,0.7,1,1.98,0.6,2809.3
300,12,19.8,0.7,1,4.95,0.2,1451
300,12,19.8,0.7,1,4.95,0.4,1450.9
300,12,19.8,0.7,1,4.95,0.6,1450.8
300,12,19.8,0.7,1,9.9,0.2,1858
300,12,19.8,0.7,1,9.9,0.4,1858.1
300,12,19.8,0.7,1,9.9,0.6,1858.1
300,12,19.8,0.7,1,19.8,0.2,1458.3
300,12,19.8,0.7,1,19.8,0.4,1462.2
300,12,19.8,0.7,1,19.8,0.6,1466
300,12,19.8,0.9,1,1.98,0.2,3453.5
300,12,19.8,0.9,1,1.98,0.4,3452.8
300,12,19.8,0.9,1,1.98,0.6,3452.2
300,12,19.8,0.9,1,4.95,0.2,1839.7
300,12,19.8,0.9,1,4.95,0.4,1839.5
300,12,19.8,0.9,1,4.95,0.6,1839.3
300,12,19.8,0.9,1,9.9,0.2,2328.5
300,12,19.8,0.9,1,9.9,0.4,2328.6
300,12,19.8,0.9,1,9.9,0.6,2328.7
300,12,19.8,0.9,1,19.8,0.2,1814.8
300,12,19.8,0.9,1,19.8,0.4,1821.1
300,12,19.8,0.9,1,19.8,0.6,1827.3
300,12,49.5,0.5,1,1.98,0.2,1754.9
300,12,49.5,0.5,1,1.98,0.4,1754.7
300,12,49.5,0.5,1,1.98,0.6,1754.6
300,12,49.5,0.5,1,4.95,0.2,1455.3
300,12,49.5,0.5,1,4.95,0.4,1455.3
300,12,49.5,0.5,1,4.95,0.6,1455.2
300,12,49.5,0.5,1,9.9,0.2,1560.1
300,12,49.5,0.5,1,9.9,0.4,1560.2
300,12,49.5,0.5,1,9.9,0.6,1560.2
300,12,49.5,0.5,1,19.8,0.2,1473.6
300,12,49.5,0.5,1,19.8,0.4,1474.5
300,12,49.5,0.5,1,19.8,0.6,1475.4
300,12,49.5,0.7,1,1.98,0.2,2346.9
300,12,49.5,0.7,1,1.98,0.4,2346.7
300,12,49.5,0.7,1,1.98,0.6,2346.5
300,12,49.5,0.7,1,4.95,0.2,1963.3
300,12,49.5,0.7,1,4.95,0.4,1963.3
300,12,49.5,0.7,1,4.95,0.6,1963.2
300,12,49.5,0.7,1,9.9,0.2,2112.7
300,12,49.5,0.7,1,9.9,0.4,2112.8
300,12,49.5,0.7,1,9.9,0.6,2112.8
300,12,49.5,0.7,1,19.8,0.2,1982.3
300,12,49.5,0.7,1,19.8,0.4,1983.9
300,12,49.5,0.7,1,19.8,0.6,1985.6
300,12,49.5,0.9,1,1.98,0.2,2887.6
300,12,49.5,0.9,1,1.98,0.4,2887.3
300,12,49.5,0.9,1,1.98,0.6,2887
300,12,49.5,0.9,1,4.95,0.2,2436.1
300,12,49.5,0.9,1,4.95,0.4,2435.9
300,12,49.5,0.9,1,4.95,0.6,2435.8
300,12,49.5,0.9,1,9.9,0.2,2628.9
300,12,49.5,0.9,1,9.9,0.4,2629
300,12,49.5,0.9,1,9.9,0.6,2629
300,12,49.5,0.9,1,19.8,0.2,2450.2
300,12,49.5,0.9,1,19.8,0.4,2453
300,12,49.5,0.9,1,19.8,0.6,2455.6
600,6,4.95,0.5,1,1.98,0.2,2236.3
600,6,4.95,0.5,1,1.98,0.4,2233.2
600,6,4.95,0.5,1,1.98,0.6,2230.5
600,6,4.95,0.5,1,4.95,0.2,939.12
600,6,4.95,0.5,1,4.95,0.4,938.63
600,6,4.95,0.5,1,4.95,0.6,938.18
600,6,4.95,0.5,1,9.9,0.2,748.56
600,6,4.95,0.5,1,9.9,0.4,751.81
600,6,4.95,0.5,1,9.9,0.6,755.06
600,6,4.95,0.5,1,19.8,0.2,348.15
600,6,4.95,0.5,1,19.8,0.4,356.77
600,6,4.95,0.5,1,19.8,0.6,364.88
600,6,4.95,0.7,1,1.98,0.2,3017
600,6,4.95,0.7,1,1.98,0.4,3011.3
600,6,4.95,0.7,1,1.98,0.6,3006.4
600,6,4.95,0.7,1,4.95,0.2,1306.5
600,6,4.95,0.7,1,4.95,0.4,1305.5
600,6,4.95,0.7,1,4.95,0.6,1304.7
600,6,4.95,0.7,1,9.9,0.2,1022.3
600,6,4.95,0.7,1,9.9,0.4,1028.6
600,6,4.95,0.7,1,9.9,0.6,1034.8
600,6,4.95,0.7,1,19.8,0.2,467.05
600,6,4.95,0.7,1,19.8,0.4,483.61
600,6,4.95,0.7,1,19.8,0.6,499.23
600,6,4.95,0.9,1,1.98,0.2,3740.9
600,6,4.95,0.9,1,1.98,0.4,3731.9
600,6,4.95,0.9,1,1.98,0.6,3724.1
600,6,4.95,0.9,1,4.95,0.2,1669.2
600,6,4.95,0.9,1,4.95,0.4,1667.6
600,6,4.95,0.9,1,4.95,0.6,1666.2
600,6,4.95,0.9,1,9.9,0.2,1282.3
600,6,4.95,0.9,1,9.9,0.4,1292.5
600,6,4.95,0.9,1,9.9,0.6,1302.6
600,6,4.95,0.9,1,19.8,0.2,575.06
600,6,4.95,0.9,1,19.8,0.4,601.9
600,6,4.95,0.9,1,19.8,0.6,627.29
600,6,9.9,0.5,1,1.98,0.2,2181.9
600,6,9.9,0.5,1,1.98,0.4,2180.7
600,6,9.9,0.5,1,1.98,0.6,2179.7
600,6,9.9,0.5,1,4.95,0.2,957.51
600,6,9.9,0.5,1,4.95,0.4,957.27
600,6,9.9,0.5,1,4.95,0.6,957.05
600,6,9.9,0.5,1,9.9,0.2,1254.6
600,6,9.9,0.5,1,9.9,0.4,1256.5
600,6,9.9,0.5,1,9.9,0.6,1258.4
600,6,9.9,0.5,1,19.8,0.2,670.73
600,6,9.9,0.5,1,19.8,0.4,680.56
600,6,9.9,0.5,1,19.8,0.6,688.16
600,6,9.9,0.7,1,1.98,0.2,2910.5
600,6,9.9,0.7,1,1.98,0.4,2908.4
600,6,9.9,0.7,1,1.98,0.6,2906.5
600,6,9.9,0.7,1,4.95,0.2,1325.9
600,6,9.9,0.7,1,4.95,0.4,1325.5
600,6,9.9,0.7,1,4.95,0.6,1325
600,6,9.9,0.7,1,9.9,0.2,1707.9
600,6,9.9,0.7,1,9.9,0.4,1711.4
600,6,9.9,0.7,1,9.9,0.6,1715
600,6,9.9,0.7,1,19.8,0.2,903.77
600,6,9.9,0.7,1,19.8,0.4,922.26
600,6,9.9,0.7,1,19.8,0.6,936.65
600,6,9.9,0.9,1,1.98,0.2,3571.1
600,6,9.9,0.9,1,1.98,0.4,3567.9
600,6,9.9,0.9,1,1.98,0.6,3565.1
600,6,9.9,0.9,1,4.95,0.2,1686.4
600,6,9.9,0.9,1,4.95,0.4,1685.6
600,6,9.9,0.9,1,4.95,0.6,1684.9
600,6,9.9,0.9,1,9.9,0.2,2135.3
600,6,9.9,0.9,1,9.9,0.4,2141.1
600,6,9.9,0.9,1,9.9,0.6,2146.7
600,6,9.9,0.9,1,19.8,0.2,1118.7
600,6,9.9,0.9,1,19.8,0.4,1148.1
600,6,9.9,0.9,1,19.8,0.6,1171.1
600,6,19.8,0.5,1,1.98,0.2,2066.9
600,6,19.8,0.5,1,1.98,0.4,2066.5
600,6,19.8,0.5,1,1.98,0.6,2066.1
600,6,19.8,0.5,1,4.95,0.2,1036.2
600,6,19.8,0.5,1,4.95,0.4,1036.1
600,6,19.8,0.5,1,4.95,0.6,1035.9
600,6,19.8,0.5,1,9.9,0.2,1368.1
600,6,19.8,0.5,1,9.9,0.4,1368.6
600,6,19.8,0.5,1,9.9,0.6,1369.2
600,6,19.8,0.5,1,19.8,0.2,1118.5
600,6,19.8,0.5,1,19.8,0.4,1122.9
600,6,19.8,0.5,1,19.8,0.6,1125.9
600,6,19.8,0.7,1,1.98,0.2,2742.2
600,6,19.8,0.7,1,1.98,0.4,2741.4
600,6,19.8,0.7,1,1.98,0.6,2740.7
600,6,19.8,0.7,1,4.95,0.2,1421.2
600,6,19.8,0.7,1,4.95,0.4,1420.9
600,6,19.8,0.7,1,4.95,0.6,1420.7
600,6,19.8,0.7,1,9.9,0.2,1862.7
600,6,19.8,0.7,1,9.9,0.4,1863.8
